Session,Strategy_Name,Starting_Bankroll,Max_Rounds,Cost_Per_Round,Rounds_Survived,Final_Bankroll,Bet_Sheet
192,ConserveBet5,12.0,10,6.0,10,9.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
193,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
194,ConserveBet5,12.0,10,6.0,4,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
195,ConserveBet5,12.0,10,6.0,10,9.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
196,ConserveBet5,12.0,10,6.0,6,3.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
197,ConserveBet5,12.0,10,6.0,10,12.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
198,ConserveBet5,12.0,10,6.0,6,2.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
199,ConserveBet5,12.0,10,6.0,8,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
200,ConserveBet5,12.0,10,6.0,10,12.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
201,ConserveBet5,12.0,10,6.0,7,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
202,ConserveBet5,12.0,10,6.0,4,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
203,ConserveBet5,12.0,10,6.0,10,13.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
204,ConserveBet5,12.0,10,6.0,10,9.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
205,ConserveBet5,12.0,10,6.0,10,7.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
206,ConserveBet5,12.0,10,6.0,9,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
207,ConserveBet5,12.0,10,6.0,10,12.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
208,ConserveBet5,12.0,10,6.0,10,14.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
209,ConserveBet5,12.0,10,6.0,10,12.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
210,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
211,ConserveBet5,12.0,10,6.0,10,7.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
212,ConserveBet5,12.0,10,6.0,10,15.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
213,ConserveBet5,12.0,10,6.0,10,14.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
214,ConserveBet5,12.0,10,6.0,10,12.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
215,ConserveBet5,12.0,10,6.0,7,2.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
216,ConserveBet5,12.0,10,6.0,10,13.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
217,ConserveBet5,12.0,10,6.0,10,9.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
218,ConserveBet5,12.0,10,6.0,10,6.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
219,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
220,ConserveBet5,12.0,10,6.0,10,1.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
221,ConserveBet5,12.0,10,6.0,10,8.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
222,ConserveBet5,12.0,10,6.0,10,6.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
223,ConserveBet5,12.0,10,6.0,10,12.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
224,ConserveBet5,12.0,10,6.0,10,6.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
225,ConserveBet5,12.0,10,6.0,9,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
226,ConserveBet5,12.0,10,6.0,10,6.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
227,ConserveBet5,12.0,10,6.0,10,12.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
228,ConserveBet5,12.0,10,6.0,7,3.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
229,ConserveBet5,12.0,10,6.0,10,8.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
230,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
231,ConserveBet5,12.0,10,6.0,8,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
232,ConserveBet5,12.0,10,6.0,10,6.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
233,ConserveBet5,12.0,10,6.0,10,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
234,ConserveBet5,12.0,10,6.0,10,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
235,ConserveBet5,12.0,10,6.0,8,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
236,ConserveBet5,12.0,10,6.0,10,7.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
237,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
238,ConserveBet5,12.0,10,6.0,10,9.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
239,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
240,ConserveBet5,12.0,10,6.0,10,15.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
241,ConserveBet5,12.0,10,6.0,10,13.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
242,ConserveBet5,12.0,10,6.0,10,15.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
243,ConserveBet5,12.0,10,6.0,3,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
244,ConserveBet5,12.0,10,6.0,10,3.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
245,ConserveBet5,12.0,10,6.0,8,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
246,ConserveBet5,12.0,10,6.0,10,13.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
247,ConserveBet5,12.0,10,6.0,9,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
248,ConserveBet5,12.0,10,6.0,10,12.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
249,ConserveBet5,12.0,10,6.0,10,6.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
250,ConserveBet5,12.0,10,6.0,10,9.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
251,ConserveBet5,12.0,10,6.0,9,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
252,ConserveBet5,12.0,10,6.0,10,9.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
253,ConserveBet5,12.0,10,6.0,7,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
254,ConserveBet5,12.0,10,6.0,10,6.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
255,ConserveBet5,12.0,10,6.0,8,3.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
256,ConserveBet5,12.0,10,6.0,7,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
257,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
258,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
259,ConserveBet5,12.0,10,6.0,4,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
260,ConserveBet5,12.0,10,6.0,10,7.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
261,ConserveBet5,12.0,10,6.0,10,2.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
262,ConserveBet5,12.0,10,6.0,10,8.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
263,ConserveBet5,12.0,10,6.0,10,8.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
264,ConserveBet5,12.0,10,6.0,7,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
265,ConserveBet5,12.0,10,6.0,9,3.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
266,ConserveBet5,12.0,10,6.0,10,14.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
267,ConserveBet5,12.0,10,6.0,10,8.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
268,ConserveBet5,12.0,10,6.0,7,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
269,ConserveBet5,12.0,10,6.0,10,9.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
270,ConserveBet5,12.0,10,6.0,10,6.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
271,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
272,ConserveBet5,12.0,10,6.0,7,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
273,ConserveBet5,12.0,10,6.0,10,14.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
274,ConserveBet5,12.0,10,6.0,10,6.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
275,ConserveBet5,12.0,10,6.0,10,15.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
276,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
277,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
278,ConserveBet5,12.0,10,6.0,10,8.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
279,ConserveBet5,12.0,10,6.0,10,6.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
280,ConserveBet5,12.0,10,6.0,10,8.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
281,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
282,ConserveBet5,12.0,10,6.0,7,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
283,ConserveBet5,12.0,10,6.0,6,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
284,ConserveBet5,12.0,10,6.0,10,13.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
285,ConserveBet5,12.0,10,6.0,10,12.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
286,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
287,ConserveBet5,12.0,10,6.0,10,9.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
288,ConserveBet5,12.0,10,6.0,10,15.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
289,ConserveBet5,12.0,10,6.0,4,2.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
290,ConserveBet5,12.0,10,6.0,8,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
291,ConserveBet5,12.0,10,6.0,10,14.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
292,ConserveBet5,12.0,10,6.0,7,3.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
293,ConserveBet5,12.0,10,6.0,10,7.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
294,ConserveBet5,12.0,10,6.0,9,3.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
295,ConserveBet5,12.0,10,6.0,10,12.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
296,ConserveBet5,12.0,10,6.0,10,12.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
297,ConserveBet5,12.0,10,6.0,5,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
298,ConserveBet5,12.0,10,6.0,10,3.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
299,ConserveBet5,12.0,10,6.0,9,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
300,ConserveBet5,12.0,10,6.0,10,7.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
301,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
302,ConserveBet5,12.0,10,6.0,7,3.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
303,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
304,ConserveBet5,12.0,10,6.0,9,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
305,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
306,ConserveBet5,12.0,10,6.0,9,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
307,ConserveBet5,12.0,10,6.0,10,7.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
308,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
309,ConserveBet5,12.0,10,6.0,10,9.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
310,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
311,ConserveBet5,12.0,10,6.0,6,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
312,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
313,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
314,ConserveBet5,12.0,10,6.0,10,12.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
315,ConserveBet5,12.0,10,6.0,10,7.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
316,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
317,ConserveBet5,12.0,10,6.0,10,14.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
318,ConserveBet5,12.0,10,6.0,10,12.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
319,ConserveBet5,12.0,10,6.0,8,3.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
320,ConserveBet5,12.0,10,6.0,10,8.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
321,ConserveBet5,12.0,10,6.0,9,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
322,ConserveBet5,12.0,10,6.0,9,3.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
323,ConserveBet5,12.0,10,6.0,6,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
324,ConserveBet5,12.0,10,6.0,8,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
325,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
326,ConserveBet5,12.0,10,6.0,10,7.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
327,ConserveBet5,12.0,10,6.0,10,13.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
328,ConserveBet5,12.0,10,6.0,4,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
329,ConserveBet5,12.0,10,6.0,10,14.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
330,ConserveBet5,12.0,10,6.0,10,7.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
331,ConserveBet5,12.0,10,6.0,10,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
332,ConserveBet5,12.0,10,6.0,10,12.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
333,ConserveBet5,12.0,10,6.0,10,6.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
334,ConserveBet5,12.0,10,6.0,6,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
335,ConserveBet5,12.0,10,6.0,10,8.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
336,ConserveBet5,12.0,10,6.0,7,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
337,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
338,ConserveBet5,12.0,10,6.0,10,13.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
339,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
340,ConserveBet5,12.0,10,6.0,10,16.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
341,ConserveBet5,12.0,10,6.0,8,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
342,ConserveBet5,12.0,10,6.0,4,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
343,ConserveBet5,12.0,10,6.0,10,6.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
344,ConserveBet5,12.0,10,6.0,6,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
345,ConserveBet5,12.0,10,6.0,10,3.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
346,ConserveBet5,12.0,10,6.0,9,3.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
347,ConserveBet5,12.0,10,6.0,10,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
348,ConserveBet5,12.0,10,6.0,10,9.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
349,ConserveBet5,12.0,10,6.0,10,18.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
350,ConserveBet5,12.0,10,6.0,5,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
351,ConserveBet5,12.0,10,6.0,10,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
352,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
353,ConserveBet5,12.0,10,6.0,10,8.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
354,ConserveBet5,12.0,10,6.0,10,13.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
355,ConserveBet5,12.0,10,6.0,10,6.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
356,ConserveBet5,12.0,10,6.0,10,7.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
357,ConserveBet5,12.0,10,6.0,10,8.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
358,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
359,ConserveBet5,12.0,10,6.0,10,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
360,ConserveBet5,12.0,10,6.0,10,13.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
361,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
362,ConserveBet5,12.0,10,6.0,10,12.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
363,ConserveBet5,12.0,10,6.0,7,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
364,ConserveBet5,12.0,10,6.0,10,8.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
365,ConserveBet5,12.0,10,6.0,10,7.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
366,ConserveBet5,12.0,10,6.0,2,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
367,ConserveBet5,12.0,10,6.0,7,2.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
368,ConserveBet5,12.0,10,6.0,10,10.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
369,ConserveBet5,12.0,10,6.0,10,14.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
370,ConserveBet5,12.0,10,6.0,10,13.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
371,ConserveBet5,12.0,10,6.0,10,13.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
372,ConserveBet5,12.0,10,6.0,10,7.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
373,ConserveBet5,12.0,10,6.0,10,12.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
374,ConserveBet5,12.0,10,6.0,10,13.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
375,ConserveBet5,12.0,10,6.0,4,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
376,ConserveBet5,12.0,10,6.0,6,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
377,ConserveBet5,12.0,10,6.0,10,8.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
378,ConserveBet5,12.0,10,6.0,10,14.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
379,ConserveBet5,12.0,10,6.0,10,12.0,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
380,ConserveBet5,12.0,10,6.0,10,13.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
381,ConserveBet5,12.0,10,6.0,10,8.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
382,ConserveBet5,12.0,10,6.0,10,9.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
383,ConserveBet5,12.0,10,6.0,7,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
384,ConserveBet5,12.0,10,6.0,10,9.6,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
385,ConserveBet5,12.0,10,6.0,10,7.2,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
386,ConserveBet5,12.0,10,6.0,3,4.8,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
387,ConserveBet5,12.0,10,6.0,10,8.4,CRAB:1.2|DEER:1.2|FISH:1.2|GOURD:1.2|SHRIMP:1.2
