Session,Strategy_Name,Starting_Bankroll,Max_Rounds,Cost_Per_Round,Rounds_Survived,Final_Bankroll,Bet_Sheet
461,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
462,3BetAllInAt12Dollars,12.0,10,12.0,2,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
463,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
464,3BetAllInAt12Dollars,12.0,10,12.0,6,4.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
465,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
466,3BetAllInAt12Dollars,12.0,10,12.0,10,12.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
467,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
468,3BetAllInAt12Dollars,12.0,10,12.0,4,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
469,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
470,3BetAllInAt12Dollars,12.0,10,12.0,3,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
471,3BetAllInAt12Dollars,12.0,10,12.0,10,28.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
472,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
473,3BetAllInAt12Dollars,12.0,10,12.0,7,4.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
474,3BetAllInAt12Dollars,12.0,10,12.0,8,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
475,3BetAllInAt12Dollars,12.0,10,12.0,4,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
476,3BetAllInAt12Dollars,12.0,10,12.0,6,4.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
477,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
478,3BetAllInAt12Dollars,12.0,10,12.0,3,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
479,3BetAllInAt12Dollars,12.0,10,12.0,7,4.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
480,3BetAllInAt12Dollars,12.0,10,12.0,5,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
481,3BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
482,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
483,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
484,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
485,3BetAllInAt12Dollars,12.0,10,12.0,6,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
486,3BetAllInAt12Dollars,12.0,10,12.0,5,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
487,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
488,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
489,3BetAllInAt12Dollars,12.0,10,12.0,6,4.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
490,3BetAllInAt12Dollars,12.0,10,12.0,4,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
491,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
492,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
493,3BetAllInAt12Dollars,12.0,10,12.0,3,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
494,3BetAllInAt12Dollars,12.0,10,12.0,3,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
495,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
496,3BetAllInAt12Dollars,12.0,10,12.0,10,12.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
497,3BetAllInAt12Dollars,12.0,10,12.0,3,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
498,3BetAllInAt12Dollars,12.0,10,12.0,2,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
499,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
500,3BetAllInAt12Dollars,12.0,10,12.0,10,16.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
501,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
502,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
503,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
504,3BetAllInAt12Dollars,12.0,10,12.0,2,4.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
505,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
506,3BetAllInAt12Dollars,12.0,10,12.0,3,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
507,3BetAllInAt12Dollars,12.0,10,12.0,10,28.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
508,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
509,3BetAllInAt12Dollars,12.0,10,12.0,2,4.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
510,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
511,3BetAllInAt12Dollars,12.0,10,12.0,10,16.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
512,3BetAllInAt12Dollars,12.0,10,12.0,2,4.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
513,3BetAllInAt12Dollars,12.0,10,12.0,3,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
514,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
515,3BetAllInAt12Dollars,12.0,10,12.0,6,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
516,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
517,3BetAllInAt12Dollars,12.0,10,12.0,3,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
518,3BetAllInAt12Dollars,12.0,10,12.0,2,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
519,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
520,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
521,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
522,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
523,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
524,3BetAllInAt12Dollars,12.0,10,12.0,7,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
525,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
526,3BetAllInAt12Dollars,12.0,10,12.0,3,4.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
527,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
528,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
529,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
530,3BetAllInAt12Dollars,12.0,10,12.0,10,16.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
531,3BetAllInAt12Dollars,12.0,10,12.0,10,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
532,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
533,3BetAllInAt12Dollars,12.0,10,12.0,3,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
534,3BetAllInAt12Dollars,12.0,10,12.0,2,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
535,3BetAllInAt12Dollars,12.0,10,12.0,5,4.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
536,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
537,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
538,3BetAllInAt12Dollars,12.0,10,12.0,10,20.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
539,3BetAllInAt12Dollars,12.0,10,12.0,3,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
540,3BetAllInAt12Dollars,12.0,10,12.0,2,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
541,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
542,3BetAllInAt12Dollars,12.0,10,12.0,3,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
543,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
544,3BetAllInAt12Dollars,12.0,10,12.0,10,12.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
545,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
546,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
547,3BetAllInAt12Dollars,12.0,10,12.0,10,16.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
548,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
549,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
550,3BetAllInAt12Dollars,12.0,10,12.0,10,44.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
551,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
552,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
553,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
554,3BetAllInAt12Dollars,12.0,10,12.0,10,28.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
555,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
556,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
557,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
558,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
559,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
560,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
561,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
562,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
563,3BetAllInAt12Dollars,12.0,10,12.0,10,16.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
564,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
565,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
566,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
567,3BetAllInAt12Dollars,12.0,10,12.0,10,24.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
568,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
569,3BetAllInAt12Dollars,12.0,10,12.0,4,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
570,3BetAllInAt12Dollars,12.0,10,12.0,4,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
571,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
572,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
573,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
574,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
575,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
576,3BetAllInAt12Dollars,12.0,10,12.0,6,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
577,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
578,3BetAllInAt12Dollars,12.0,10,12.0,4,4.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
579,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
580,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
581,3BetAllInAt12Dollars,12.0,10,12.0,2,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
582,3BetAllInAt12Dollars,12.0,10,12.0,10,44.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
583,3BetAllInAt12Dollars,12.0,10,12.0,3,4.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
584,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
585,3BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
586,3BetAllInAt12Dollars,12.0,10,12.0,10,16.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
587,3BetAllInAt12Dollars,12.0,10,12.0,10,28.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
588,3BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
589,3BetAllInAt12Dollars,12.0,10,12.0,10,20.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
590,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
591,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
592,3BetAllInAt12Dollars,12.0,10,12.0,9,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
593,3BetAllInAt12Dollars,12.0,10,12.0,6,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
594,3BetAllInAt12Dollars,12.0,10,12.0,9,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
595,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
596,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
597,3BetAllInAt12Dollars,12.0,10,12.0,10,48.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
598,3BetAllInAt12Dollars,12.0,10,12.0,10,24.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
599,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
600,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
601,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
602,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
603,3BetAllInAt12Dollars,12.0,10,12.0,7,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
604,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
605,3BetAllInAt12Dollars,12.0,10,12.0,10,28.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
606,3BetAllInAt12Dollars,12.0,10,12.0,10,20.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
607,3BetAllInAt12Dollars,12.0,10,12.0,5,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
608,3BetAllInAt12Dollars,12.0,10,12.0,3,4.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
609,3BetAllInAt12Dollars,12.0,10,12.0,4,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
610,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
611,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
612,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
613,3BetAllInAt12Dollars,12.0,10,12.0,10,12.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
614,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
615,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
616,3BetAllInAt12Dollars,12.0,10,12.0,10,24.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
617,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
618,3BetAllInAt12Dollars,12.0,10,12.0,3,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
619,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
620,3BetAllInAt12Dollars,12.0,10,12.0,5,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
621,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
622,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
623,3BetAllInAt12Dollars,12.0,10,12.0,3,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
624,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
625,3BetAllInAt12Dollars,12.0,10,12.0,10,12.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
626,3BetAllInAt12Dollars,12.0,10,12.0,10,4.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
627,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
628,3BetAllInAt12Dollars,12.0,10,12.0,2,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
629,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
630,3BetAllInAt12Dollars,12.0,10,12.0,3,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
631,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
632,3BetAllInAt12Dollars,12.0,10,12.0,4,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
633,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
634,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
635,3BetAllInAt12Dollars,12.0,10,12.0,2,4.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
636,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
637,3BetAllInAt12Dollars,12.0,10,12.0,6,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
638,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
639,3BetAllInAt12Dollars,12.0,10,12.0,6,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
640,3BetAllInAt12Dollars,12.0,10,12.0,6,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
641,3BetAllInAt12Dollars,12.0,10,12.0,10,24.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
642,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
643,3BetAllInAt12Dollars,12.0,10,12.0,2,4.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
644,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
645,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
646,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
647,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
648,3BetAllInAt12Dollars,12.0,10,12.0,4,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
649,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
650,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
651,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
652,3BetAllInAt12Dollars,12.0,10,12.0,10,12.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
653,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
654,3BetAllInAt12Dollars,12.0,10,12.0,3,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
655,3BetAllInAt12Dollars,12.0,10,12.0,8,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
656,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
657,3BetAllInAt12Dollars,12.0,10,12.0,3,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
658,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
659,3BetAllInAt12Dollars,12.0,10,12.0,3,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
660,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
661,3BetAllInAt12Dollars,12.0,10,12.0,9,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
662,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
663,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
664,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
665,3BetAllInAt12Dollars,12.0,10,12.0,2,4.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
666,3BetAllInAt12Dollars,12.0,10,12.0,10,36.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
667,3BetAllInAt12Dollars,12.0,10,12.0,3,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
668,3BetAllInAt12Dollars,12.0,10,12.0,4,4.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
669,3BetAllInAt12Dollars,12.0,10,12.0,10,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
670,3BetAllInAt12Dollars,12.0,10,12.0,2,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
671,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
672,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
673,3BetAllInAt12Dollars,12.0,10,12.0,2,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
674,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
675,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
676,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
677,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
678,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
679,3BetAllInAt12Dollars,12.0,10,12.0,3,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
680,3BetAllInAt12Dollars,12.0,10,12.0,2,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
681,3BetAllInAt12Dollars,12.0,10,12.0,4,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
682,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
683,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
684,3BetAllInAt12Dollars,12.0,10,12.0,3,4.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
685,3BetAllInAt12Dollars,12.0,10,12.0,10,20.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
686,3BetAllInAt12Dollars,12.0,10,12.0,2,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
687,3BetAllInAt12Dollars,12.0,10,12.0,3,4.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
688,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
689,3BetAllInAt12Dollars,12.0,10,12.0,2,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
690,3BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
691,3BetAllInAt12Dollars,12.0,10,12.0,1,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
692,3BetAllInAt12Dollars,12.0,10,12.0,4,8.0,CRAB:4.0|FISH:4.0|SHRIMP:4.0
