Session,Strategy_Name,Starting_Bankroll,Max_Rounds,Cost_Per_Round,Rounds_Survived,Final_Bankroll,Bet_Sheet
255,ConserveBet3,12.0,10,6.0,10,10.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
256,ConserveBet3,12.0,10,6.0,9,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
257,ConserveBet3,12.0,10,6.0,10,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
258,ConserveBet3,12.0,10,6.0,4,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
259,ConserveBet3,12.0,10,6.0,10,8.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
260,ConserveBet3,12.0,10,6.0,10,24.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
261,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
262,ConserveBet3,12.0,10,6.0,6,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
263,ConserveBet3,12.0,10,6.0,10,12.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
264,ConserveBet3,12.0,10,6.0,10,12.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
265,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
266,ConserveBet3,12.0,10,6.0,7,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
267,ConserveBet3,12.0,10,6.0,10,20.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
268,ConserveBet3,12.0,10,6.0,4,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
269,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
270,ConserveBet3,12.0,10,6.0,5,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
271,ConserveBet3,12.0,10,6.0,10,10.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
272,ConserveBet3,12.0,10,6.0,10,26.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
273,ConserveBet3,12.0,10,6.0,10,24.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
274,ConserveBet3,12.0,10,6.0,10,24.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
275,ConserveBet3,12.0,10,6.0,5,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
276,ConserveBet3,12.0,10,6.0,10,14.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
277,ConserveBet3,12.0,10,6.0,3,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
278,ConserveBet3,12.0,10,6.0,10,22.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
279,ConserveBet3,12.0,10,6.0,4,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
280,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
281,ConserveBet3,12.0,10,6.0,10,14.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
282,ConserveBet3,12.0,10,6.0,3,0.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
283,ConserveBet3,12.0,10,6.0,10,10.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
284,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
285,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
286,ConserveBet3,12.0,10,6.0,8,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
287,ConserveBet3,12.0,10,6.0,6,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
288,ConserveBet3,12.0,10,6.0,6,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
289,ConserveBet3,12.0,10,6.0,7,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
290,ConserveBet3,12.0,10,6.0,4,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
291,ConserveBet3,12.0,10,6.0,4,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
292,ConserveBet3,12.0,10,6.0,10,16.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
293,ConserveBet3,12.0,10,6.0,10,28.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
294,ConserveBet3,12.0,10,6.0,4,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
295,ConserveBet3,12.0,10,6.0,4,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
296,ConserveBet3,12.0,10,6.0,10,12.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
297,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
298,ConserveBet3,12.0,10,6.0,6,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
299,ConserveBet3,12.0,10,6.0,10,16.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
300,ConserveBet3,12.0,10,6.0,2,0.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
301,ConserveBet3,12.0,10,6.0,10,12.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
302,ConserveBet3,12.0,10,6.0,10,10.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
303,ConserveBet3,12.0,10,6.0,4,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
304,ConserveBet3,12.0,10,6.0,4,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
305,ConserveBet3,12.0,10,6.0,10,14.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
306,ConserveBet3,12.0,10,6.0,10,6.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
307,ConserveBet3,12.0,10,6.0,10,12.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
308,ConserveBet3,12.0,10,6.0,10,14.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
309,ConserveBet3,12.0,10,6.0,4,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
310,ConserveBet3,12.0,10,6.0,3,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
311,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
312,ConserveBet3,12.0,10,6.0,5,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
313,ConserveBet3,12.0,10,6.0,5,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
314,ConserveBet3,12.0,10,6.0,10,12.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
315,ConserveBet3,12.0,10,6.0,10,18.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
316,ConserveBet3,12.0,10,6.0,3,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
317,ConserveBet3,12.0,10,6.0,5,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
318,ConserveBet3,12.0,10,6.0,4,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
319,ConserveBet3,12.0,10,6.0,10,22.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
320,ConserveBet3,12.0,10,6.0,10,20.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
321,ConserveBet3,12.0,10,6.0,10,24.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
322,ConserveBet3,12.0,10,6.0,5,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
323,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
324,ConserveBet3,12.0,10,6.0,10,8.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
325,ConserveBet3,12.0,10,6.0,10,14.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
326,ConserveBet3,12.0,10,6.0,3,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
327,ConserveBet3,12.0,10,6.0,10,10.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
328,ConserveBet3,12.0,10,6.0,10,12.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
329,ConserveBet3,12.0,10,6.0,10,20.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
330,ConserveBet3,12.0,10,6.0,5,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
331,ConserveBet3,12.0,10,6.0,8,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
332,ConserveBet3,12.0,10,6.0,10,20.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
333,ConserveBet3,12.0,10,6.0,10,6.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
334,ConserveBet3,12.0,10,6.0,10,20.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
335,ConserveBet3,12.0,10,6.0,3,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
336,ConserveBet3,12.0,10,6.0,4,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
337,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
338,ConserveBet3,12.0,10,6.0,10,12.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
339,ConserveBet3,12.0,10,6.0,3,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
340,ConserveBet3,12.0,10,6.0,3,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
341,ConserveBet3,12.0,10,6.0,8,0.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
342,ConserveBet3,12.0,10,6.0,7,0.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
343,ConserveBet3,12.0,10,6.0,4,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
344,ConserveBet3,12.0,10,6.0,4,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
345,ConserveBet3,12.0,10,6.0,8,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
346,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
347,ConserveBet3,12.0,10,6.0,10,24.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
348,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
349,ConserveBet3,12.0,10,6.0,10,10.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
350,ConserveBet3,12.0,10,6.0,4,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
351,ConserveBet3,12.0,10,6.0,3,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
352,ConserveBet3,12.0,10,6.0,10,12.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
353,ConserveBet3,12.0,10,6.0,10,12.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
354,ConserveBet3,12.0,10,6.0,8,0.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
355,ConserveBet3,12.0,10,6.0,10,6.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
356,ConserveBet3,12.0,10,6.0,5,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
357,ConserveBet3,12.0,10,6.0,10,20.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
358,ConserveBet3,12.0,10,6.0,10,14.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
359,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
360,ConserveBet3,12.0,10,6.0,5,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
361,ConserveBet3,12.0,10,6.0,5,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
362,ConserveBet3,12.0,10,6.0,4,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
363,ConserveBet3,12.0,10,6.0,10,16.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
364,ConserveBet3,12.0,10,6.0,10,10.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
365,ConserveBet3,12.0,10,6.0,10,22.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
366,ConserveBet3,12.0,10,6.0,9,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
367,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
368,ConserveBet3,12.0,10,6.0,5,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
369,ConserveBet3,12.0,10,6.0,10,18.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
370,ConserveBet3,12.0,10,6.0,10,14.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
371,ConserveBet3,12.0,10,6.0,10,24.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
372,ConserveBet3,12.0,10,6.0,10,10.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
373,ConserveBet3,12.0,10,6.0,6,0.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
374,ConserveBet3,12.0,10,6.0,10,18.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
375,ConserveBet3,12.0,10,6.0,2,0.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
376,ConserveBet3,12.0,10,6.0,10,20.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
377,ConserveBet3,12.0,10,6.0,6,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
378,ConserveBet3,12.0,10,6.0,5,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
379,ConserveBet3,12.0,10,6.0,9,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
380,ConserveBet3,12.0,10,6.0,10,8.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
381,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
382,ConserveBet3,12.0,10,6.0,6,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
383,ConserveBet3,12.0,10,6.0,6,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
384,ConserveBet3,12.0,10,6.0,4,0.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
385,ConserveBet3,12.0,10,6.0,4,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
386,ConserveBet3,12.0,10,6.0,7,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
387,ConserveBet3,12.0,10,6.0,4,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
388,ConserveBet3,12.0,10,6.0,10,8.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
389,ConserveBet3,12.0,10,6.0,10,8.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
390,ConserveBet3,12.0,10,6.0,9,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
391,ConserveBet3,12.0,10,6.0,9,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
392,ConserveBet3,12.0,10,6.0,10,18.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
393,ConserveBet3,12.0,10,6.0,10,14.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
394,ConserveBet3,12.0,10,6.0,3,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
395,ConserveBet3,12.0,10,6.0,10,10.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
396,ConserveBet3,12.0,10,6.0,8,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
397,ConserveBet3,12.0,10,6.0,2,0.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
398,ConserveBet3,12.0,10,6.0,4,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
399,ConserveBet3,12.0,10,6.0,4,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
400,ConserveBet3,12.0,10,6.0,10,16.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
401,ConserveBet3,12.0,10,6.0,10,28.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
402,ConserveBet3,12.0,10,6.0,10,20.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
403,ConserveBet3,12.0,10,6.0,10,8.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
404,ConserveBet3,12.0,10,6.0,4,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
405,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
406,ConserveBet3,12.0,10,6.0,10,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
407,ConserveBet3,12.0,10,6.0,6,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
408,ConserveBet3,12.0,10,6.0,10,8.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
409,ConserveBet3,12.0,10,6.0,10,16.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
410,ConserveBet3,12.0,10,6.0,6,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
411,ConserveBet3,12.0,10,6.0,4,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
412,ConserveBet3,12.0,10,6.0,10,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
413,ConserveBet3,12.0,10,6.0,10,12.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
414,ConserveBet3,12.0,10,6.0,10,12.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
415,ConserveBet3,12.0,10,6.0,10,16.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
416,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
417,ConserveBet3,12.0,10,6.0,6,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
418,ConserveBet3,12.0,10,6.0,7,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
419,ConserveBet3,12.0,10,6.0,10,10.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
420,ConserveBet3,12.0,10,6.0,10,18.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
421,ConserveBet3,12.0,10,6.0,10,8.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
422,ConserveBet3,12.0,10,6.0,4,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
423,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
424,ConserveBet3,12.0,10,6.0,3,0.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
425,ConserveBet3,12.0,10,6.0,10,18.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
426,ConserveBet3,12.0,10,6.0,10,28.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
427,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
428,ConserveBet3,12.0,10,6.0,7,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
429,ConserveBet3,12.0,10,6.0,8,0.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
430,ConserveBet3,12.0,10,6.0,10,18.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
431,ConserveBet3,12.0,10,6.0,10,6.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
432,ConserveBet3,12.0,10,6.0,10,6.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
433,ConserveBet3,12.0,10,6.0,10,6.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
434,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
435,ConserveBet3,12.0,10,6.0,2,0.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
436,ConserveBet3,12.0,10,6.0,10,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
437,ConserveBet3,12.0,10,6.0,3,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
438,ConserveBet3,12.0,10,6.0,10,18.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
439,ConserveBet3,12.0,10,6.0,7,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
440,ConserveBet3,12.0,10,6.0,10,8.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
441,ConserveBet3,12.0,10,6.0,2,0.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
442,ConserveBet3,12.0,10,6.0,10,12.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
443,ConserveBet3,12.0,10,6.0,10,8.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
444,ConserveBet3,12.0,10,6.0,10,16.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
445,ConserveBet3,12.0,10,6.0,3,0.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
446,ConserveBet3,12.0,10,6.0,4,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
447,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
448,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
449,ConserveBet3,12.0,10,6.0,10,8.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
450,ConserveBet3,12.0,10,6.0,10,10.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
451,ConserveBet3,12.0,10,6.0,4,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
452,ConserveBet3,12.0,10,6.0,10,16.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
453,ConserveBet3,12.0,10,6.0,10,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
454,ConserveBet3,12.0,10,6.0,10,20.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
455,ConserveBet3,12.0,10,6.0,10,16.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
456,ConserveBet3,12.0,10,6.0,10,8.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
457,ConserveBet3,12.0,10,6.0,10,14.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
458,ConserveBet3,12.0,10,6.0,10,10.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
459,ConserveBet3,12.0,10,6.0,10,16.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
460,ConserveBet3,12.0,10,6.0,10,14.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
461,ConserveBet3,12.0,10,6.0,5,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
462,ConserveBet3,12.0,10,6.0,10,10.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
463,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
464,ConserveBet3,12.0,10,6.0,10,32.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
465,ConserveBet3,12.0,10,6.0,10,26.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
466,ConserveBet3,12.0,10,6.0,4,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
467,ConserveBet3,12.0,10,6.0,7,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
468,ConserveBet3,12.0,10,6.0,10,14.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
469,ConserveBet3,12.0,10,6.0,10,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
470,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
471,ConserveBet3,12.0,10,6.0,10,16.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
472,ConserveBet3,12.0,10,6.0,10,12.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
473,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
474,ConserveBet3,12.0,10,6.0,10,12.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
475,ConserveBet3,12.0,10,6.0,10,28.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
476,ConserveBet3,12.0,10,6.0,7,0.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
477,ConserveBet3,12.0,10,6.0,10,14.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
478,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
479,ConserveBet3,12.0,10,6.0,10,24.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
480,ConserveBet3,12.0,10,6.0,10,12.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
481,ConserveBet3,12.0,10,6.0,10,14.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
482,ConserveBet3,12.0,10,6.0,5,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
483,ConserveBet3,12.0,10,6.0,10,18.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
484,ConserveBet3,12.0,10,6.0,10,20.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
485,ConserveBet3,12.0,10,6.0,10,16.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
486,ConserveBet3,12.0,10,6.0,5,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
487,ConserveBet3,12.0,10,6.0,10,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
488,ConserveBet3,12.0,10,6.0,5,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
489,ConserveBet3,12.0,10,6.0,10,18.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
490,ConserveBet3,12.0,10,6.0,10,12.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
491,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
492,ConserveBet3,12.0,10,6.0,10,12.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
493,ConserveBet3,12.0,10,6.0,10,36.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
494,ConserveBet3,12.0,10,6.0,10,10.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
495,ConserveBet3,12.0,10,6.0,10,12.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
496,ConserveBet3,12.0,10,6.0,10,20.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
497,ConserveBet3,12.0,10,6.0,2,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
498,ConserveBet3,12.0,10,6.0,5,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
499,ConserveBet3,12.0,10,6.0,7,2.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
500,ConserveBet3,12.0,10,6.0,10,6.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
501,ConserveBet3,12.0,10,6.0,5,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
502,ConserveBet3,12.0,10,6.0,10,10.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
503,ConserveBet3,12.0,10,6.0,4,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
504,ConserveBet3,12.0,10,6.0,7,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
505,ConserveBet3,12.0,10,6.0,10,6.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
506,ConserveBet3,12.0,10,6.0,10,10.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
507,ConserveBet3,12.0,10,6.0,6,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
508,ConserveBet3,12.0,10,6.0,9,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
509,ConserveBet3,12.0,10,6.0,6,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
510,ConserveBet3,12.0,10,6.0,10,16.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
511,ConserveBet3,12.0,10,6.0,8,4.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
512,ConserveBet3,12.0,10,6.0,10,12.0,CRAB:2.0|FISH:2.0|SHRIMP:2.0
