Session,Strategy_Name,Starting_Bankroll,Max_Rounds,Cost_Per_Round,Rounds_Survived,Final_Bankroll,Bet_Sheet
399,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
400,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
401,ConserveBet1,12.0,10,6.0,10,12.0,FISH:6.0
402,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
403,ConserveBet1,12.0,10,6.0,6,0.0,FISH:6.0
404,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
405,ConserveBet1,12.0,10,6.0,5,0.0,FISH:6.0
406,ConserveBet1,12.0,10,6.0,10,30.0,FISH:6.0
407,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
408,ConserveBet1,12.0,10,6.0,10,36.0,FISH:6.0
409,ConserveBet1,12.0,10,6.0,10,36.0,FISH:6.0
410,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
411,ConserveBet1,12.0,10,6.0,10,30.0,FISH:6.0
412,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
413,ConserveBet1,12.0,10,6.0,8,0.0,FISH:6.0
414,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
415,ConserveBet1,12.0,10,6.0,8,0.0,FISH:6.0
416,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
417,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
418,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
419,ConserveBet1,12.0,10,6.0,10,12.0,FISH:6.0
420,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
421,ConserveBet1,12.0,10,6.0,7,0.0,FISH:6.0
422,ConserveBet1,12.0,10,6.0,6,0.0,FISH:6.0
423,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
424,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
425,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
426,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
427,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
428,ConserveBet1,12.0,10,6.0,10,18.0,FISH:6.0
429,ConserveBet1,12.0,10,6.0,10,0.0,FISH:6.0
430,ConserveBet1,12.0,10,6.0,10,36.0,FISH:6.0
431,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
432,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
433,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
434,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
435,ConserveBet1,12.0,10,6.0,10,18.0,FISH:6.0
436,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
437,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
438,ConserveBet1,12.0,10,6.0,10,30.0,FISH:6.0
439,ConserveBet1,12.0,10,6.0,6,0.0,FISH:6.0
440,ConserveBet1,12.0,10,6.0,8,0.0,FISH:6.0
441,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
442,ConserveBet1,12.0,10,6.0,10,18.0,FISH:6.0
443,ConserveBet1,12.0,10,6.0,6,0.0,FISH:6.0
444,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
445,ConserveBet1,12.0,10,6.0,8,0.0,FISH:6.0
446,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
447,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
448,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
449,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
450,ConserveBet1,12.0,10,6.0,8,0.0,FISH:6.0
451,ConserveBet1,12.0,10,6.0,8,0.0,FISH:6.0
452,ConserveBet1,12.0,10,6.0,10,18.0,FISH:6.0
453,ConserveBet1,12.0,10,6.0,10,6.0,FISH:6.0
454,ConserveBet1,12.0,10,6.0,6,0.0,FISH:6.0
455,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
456,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
457,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
458,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
459,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
460,ConserveBet1,12.0,10,6.0,8,0.0,FISH:6.0
461,ConserveBet1,12.0,10,6.0,10,30.0,FISH:6.0
462,ConserveBet1,12.0,10,6.0,10,6.0,FISH:6.0
463,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
464,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
465,ConserveBet1,12.0,10,6.0,10,36.0,FISH:6.0
466,ConserveBet1,12.0,10,6.0,10,12.0,FISH:6.0
467,ConserveBet1,12.0,10,6.0,6,0.0,FISH:6.0
468,ConserveBet1,12.0,10,6.0,10,0.0,FISH:6.0
469,ConserveBet1,12.0,10,6.0,7,0.0,FISH:6.0
470,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
471,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
472,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
473,ConserveBet1,12.0,10,6.0,5,0.0,FISH:6.0
474,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
475,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
476,ConserveBet1,12.0,10,6.0,10,18.0,FISH:6.0
477,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
478,ConserveBet1,12.0,10,6.0,7,0.0,FISH:6.0
479,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
480,ConserveBet1,12.0,10,6.0,10,36.0,FISH:6.0
481,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
482,ConserveBet1,12.0,10,6.0,10,30.0,FISH:6.0
483,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
484,ConserveBet1,12.0,10,6.0,10,0.0,FISH:6.0
485,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
486,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
487,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
488,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
489,ConserveBet1,12.0,10,6.0,7,0.0,FISH:6.0
490,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
491,ConserveBet1,12.0,10,6.0,10,72.0,FISH:6.0
492,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
493,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
494,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
495,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
496,ConserveBet1,12.0,10,6.0,10,30.0,FISH:6.0
497,ConserveBet1,12.0,10,6.0,10,0.0,FISH:6.0
498,ConserveBet1,12.0,10,6.0,10,36.0,FISH:6.0
499,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
500,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
501,ConserveBet1,12.0,10,6.0,10,48.0,FISH:6.0
502,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
503,ConserveBet1,12.0,10,6.0,10,30.0,FISH:6.0
504,ConserveBet1,12.0,10,6.0,10,42.0,FISH:6.0
505,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
506,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
507,ConserveBet1,12.0,10,6.0,8,0.0,FISH:6.0
508,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
509,ConserveBet1,12.0,10,6.0,10,12.0,FISH:6.0
510,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
511,ConserveBet1,12.0,10,6.0,10,0.0,FISH:6.0
512,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
513,ConserveBet1,12.0,10,6.0,10,12.0,FISH:6.0
514,ConserveBet1,12.0,10,6.0,7,0.0,FISH:6.0
515,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
516,ConserveBet1,12.0,10,6.0,5,0.0,FISH:6.0
517,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
518,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
519,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
520,ConserveBet1,12.0,10,6.0,8,0.0,FISH:6.0
521,ConserveBet1,12.0,10,6.0,10,36.0,FISH:6.0
522,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
523,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
524,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
525,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
526,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
527,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
528,ConserveBet1,12.0,10,6.0,10,18.0,FISH:6.0
529,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
530,ConserveBet1,12.0,10,6.0,6,0.0,FISH:6.0
531,ConserveBet1,12.0,10,6.0,10,6.0,FISH:6.0
532,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
533,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
534,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
535,ConserveBet1,12.0,10,6.0,8,0.0,FISH:6.0
536,ConserveBet1,12.0,10,6.0,10,18.0,FISH:6.0
537,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
538,ConserveBet1,12.0,10,6.0,10,18.0,FISH:6.0
539,ConserveBet1,12.0,10,6.0,10,0.0,FISH:6.0
540,ConserveBet1,12.0,10,6.0,8,0.0,FISH:6.0
541,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
542,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
543,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
544,ConserveBet1,12.0,10,6.0,10,12.0,FISH:6.0
545,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
546,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
547,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
548,ConserveBet1,12.0,10,6.0,10,36.0,FISH:6.0
549,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
550,ConserveBet1,12.0,10,6.0,5,0.0,FISH:6.0
551,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
552,ConserveBet1,12.0,10,6.0,8,0.0,FISH:6.0
553,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
554,ConserveBet1,12.0,10,6.0,6,0.0,FISH:6.0
555,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
556,ConserveBet1,12.0,10,6.0,10,30.0,FISH:6.0
557,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
558,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
559,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
560,ConserveBet1,12.0,10,6.0,10,6.0,FISH:6.0
561,ConserveBet1,12.0,10,6.0,10,18.0,FISH:6.0
562,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
563,ConserveBet1,12.0,10,6.0,10,18.0,FISH:6.0
564,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
565,ConserveBet1,12.0,10,6.0,8,0.0,FISH:6.0
566,ConserveBet1,12.0,10,6.0,10,36.0,FISH:6.0
567,ConserveBet1,12.0,10,6.0,10,18.0,FISH:6.0
568,ConserveBet1,12.0,10,6.0,6,0.0,FISH:6.0
569,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
570,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
571,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
572,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
573,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
574,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
575,ConserveBet1,12.0,10,6.0,10,30.0,FISH:6.0
576,ConserveBet1,12.0,10,6.0,6,0.0,FISH:6.0
577,ConserveBet1,12.0,10,6.0,10,42.0,FISH:6.0
578,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
579,ConserveBet1,12.0,10,6.0,9,0.0,FISH:6.0
580,ConserveBet1,12.0,10,6.0,5,0.0,FISH:6.0
581,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
582,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
583,ConserveBet1,12.0,10,6.0,10,12.0,FISH:6.0
584,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
585,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
586,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
587,ConserveBet1,12.0,10,6.0,8,0.0,FISH:6.0
588,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
589,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
590,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
591,ConserveBet1,12.0,10,6.0,10,18.0,FISH:6.0
592,ConserveBet1,12.0,10,6.0,10,12.0,FISH:6.0
593,ConserveBet1,12.0,10,6.0,10,0.0,FISH:6.0
594,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
595,ConserveBet1,12.0,10,6.0,8,0.0,FISH:6.0
596,ConserveBet1,12.0,10,6.0,10,36.0,FISH:6.0
597,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
598,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
599,ConserveBet1,12.0,10,6.0,6,0.0,FISH:6.0
600,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
601,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
602,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
603,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
604,ConserveBet1,12.0,10,6.0,10,6.0,FISH:6.0
605,ConserveBet1,12.0,10,6.0,10,6.0,FISH:6.0
606,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
607,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
608,ConserveBet1,12.0,10,6.0,10,30.0,FISH:6.0
609,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
610,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
611,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
612,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
613,ConserveBet1,12.0,10,6.0,6,0.0,FISH:6.0
614,ConserveBet1,12.0,10,6.0,10,18.0,FISH:6.0
615,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
616,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
617,ConserveBet1,12.0,10,6.0,10,6.0,FISH:6.0
618,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
619,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
620,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
621,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
622,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
623,ConserveBet1,12.0,10,6.0,10,18.0,FISH:6.0
624,ConserveBet1,12.0,10,6.0,5,0.0,FISH:6.0
625,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
626,ConserveBet1,12.0,10,6.0,10,0.0,FISH:6.0
627,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
628,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
629,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
630,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
631,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
632,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
633,ConserveBet1,12.0,10,6.0,8,0.0,FISH:6.0
634,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
635,ConserveBet1,12.0,10,6.0,10,6.0,FISH:6.0
636,ConserveBet1,12.0,10,6.0,8,0.0,FISH:6.0
637,ConserveBet1,12.0,10,6.0,10,36.0,FISH:6.0
638,ConserveBet1,12.0,10,6.0,10,36.0,FISH:6.0
639,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
640,ConserveBet1,12.0,10,6.0,10,0.0,FISH:6.0
641,ConserveBet1,12.0,10,6.0,10,36.0,FISH:6.0
642,ConserveBet1,12.0,10,6.0,10,36.0,FISH:6.0
643,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
644,ConserveBet1,12.0,10,6.0,10,18.0,FISH:6.0
645,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
646,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
647,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
648,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
649,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
650,ConserveBet1,12.0,10,6.0,10,30.0,FISH:6.0
651,ConserveBet1,12.0,10,6.0,10,54.0,FISH:6.0
652,ConserveBet1,12.0,10,6.0,10,6.0,FISH:6.0
653,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
654,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
655,ConserveBet1,12.0,10,6.0,10,12.0,FISH:6.0
656,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
657,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
658,ConserveBet1,12.0,10,6.0,9,0.0,FISH:6.0
659,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
660,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
661,ConserveBet1,12.0,10,6.0,10,36.0,FISH:6.0
662,ConserveBet1,12.0,10,6.0,7,0.0,FISH:6.0
663,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
664,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
665,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
666,ConserveBet1,12.0,10,6.0,10,0.0,FISH:6.0
667,ConserveBet1,12.0,10,6.0,8,0.0,FISH:6.0
668,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
669,ConserveBet1,12.0,10,6.0,10,12.0,FISH:6.0
670,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
671,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
672,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
673,ConserveBet1,12.0,10,6.0,10,6.0,FISH:6.0
674,ConserveBet1,12.0,10,6.0,8,0.0,FISH:6.0
675,ConserveBet1,12.0,10,6.0,10,18.0,FISH:6.0
676,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
677,ConserveBet1,12.0,10,6.0,9,0.0,FISH:6.0
678,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
679,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
680,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
681,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
682,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
683,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
684,ConserveBet1,12.0,10,6.0,10,30.0,FISH:6.0
685,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
686,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
687,ConserveBet1,12.0,10,6.0,10,12.0,FISH:6.0
688,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
689,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
690,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
691,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
692,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
693,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
694,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
695,ConserveBet1,12.0,10,6.0,10,18.0,FISH:6.0
696,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
697,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
698,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
699,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
700,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
701,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
702,ConserveBet1,12.0,10,6.0,8,0.0,FISH:6.0
703,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
704,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
705,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
706,ConserveBet1,12.0,10,6.0,10,12.0,FISH:6.0
707,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
708,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
709,ConserveBet1,12.0,10,6.0,10,30.0,FISH:6.0
710,ConserveBet1,12.0,10,6.0,9,0.0,FISH:6.0
711,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
712,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
713,ConserveBet1,12.0,10,6.0,10,18.0,FISH:6.0
714,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
715,ConserveBet1,12.0,10,6.0,10,12.0,FISH:6.0
716,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
717,ConserveBet1,12.0,10,6.0,10,12.0,FISH:6.0
718,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
719,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
720,ConserveBet1,12.0,10,6.0,10,0.0,FISH:6.0
721,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
722,ConserveBet1,12.0,10,6.0,9,0.0,FISH:6.0
723,ConserveBet1,12.0,10,6.0,10,36.0,FISH:6.0
724,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
725,ConserveBet1,12.0,10,6.0,10,12.0,FISH:6.0
726,ConserveBet1,12.0,10,6.0,10,30.0,FISH:6.0
727,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
728,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
729,ConserveBet1,12.0,10,6.0,10,30.0,FISH:6.0
730,ConserveBet1,12.0,10,6.0,10,42.0,FISH:6.0
731,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
732,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
733,ConserveBet1,12.0,10,6.0,9,0.0,FISH:6.0
734,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
735,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
736,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
737,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
738,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
739,ConserveBet1,12.0,10,6.0,10,12.0,FISH:6.0
740,ConserveBet1,12.0,10,6.0,10,36.0,FISH:6.0
741,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
742,ConserveBet1,12.0,10,6.0,10,42.0,FISH:6.0
743,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
744,ConserveBet1,12.0,10,6.0,10,12.0,FISH:6.0
745,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
746,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
747,ConserveBet1,12.0,10,6.0,8,0.0,FISH:6.0
748,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
749,ConserveBet1,12.0,10,6.0,10,12.0,FISH:6.0
750,ConserveBet1,12.0,10,6.0,6,0.0,FISH:6.0
751,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
752,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
753,ConserveBet1,12.0,10,6.0,10,12.0,FISH:6.0
754,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
755,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
756,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
757,ConserveBet1,12.0,10,6.0,10,18.0,FISH:6.0
758,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
759,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
760,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
761,ConserveBet1,12.0,10,6.0,10,18.0,FISH:6.0
762,ConserveBet1,12.0,10,6.0,10,0.0,FISH:6.0
763,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
764,ConserveBet1,12.0,10,6.0,10,36.0,FISH:6.0
765,ConserveBet1,12.0,10,6.0,10,30.0,FISH:6.0
766,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
767,ConserveBet1,12.0,10,6.0,6,0.0,FISH:6.0
768,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
769,ConserveBet1,12.0,10,6.0,10,18.0,FISH:6.0
770,ConserveBet1,12.0,10,6.0,10,30.0,FISH:6.0
771,ConserveBet1,12.0,10,6.0,10,0.0,FISH:6.0
772,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
773,ConserveBet1,12.0,10,6.0,10,18.0,FISH:6.0
774,ConserveBet1,12.0,10,6.0,10,42.0,FISH:6.0
775,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
776,ConserveBet1,12.0,10,6.0,10,48.0,FISH:6.0
777,ConserveBet1,12.0,10,6.0,10,30.0,FISH:6.0
778,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
779,ConserveBet1,12.0,10,6.0,10,42.0,FISH:6.0
780,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
781,ConserveBet1,12.0,10,6.0,10,12.0,FISH:6.0
782,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
783,ConserveBet1,12.0,10,6.0,4,0.0,FISH:6.0
784,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
785,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
786,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
787,ConserveBet1,12.0,10,6.0,8,0.0,FISH:6.0
788,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
789,ConserveBet1,12.0,10,6.0,6,0.0,FISH:6.0
790,ConserveBet1,12.0,10,6.0,9,0.0,FISH:6.0
791,ConserveBet1,12.0,10,6.0,10,12.0,FISH:6.0
792,ConserveBet1,12.0,10,6.0,10,24.0,FISH:6.0
793,ConserveBet1,12.0,10,6.0,10,12.0,FISH:6.0
794,ConserveBet1,12.0,10,6.0,5,0.0,FISH:6.0
795,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
796,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
797,ConserveBet1,12.0,10,6.0,10,66.0,FISH:6.0
798,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
799,ConserveBet1,12.0,10,6.0,10,18.0,FISH:6.0
800,ConserveBet1,12.0,10,6.0,10,18.0,FISH:6.0
801,ConserveBet1,12.0,10,6.0,2,0.0,FISH:6.0
802,ConserveBet1,12.0,10,6.0,10,12.0,FISH:6.0
803,ConserveBet1,12.0,10,6.0,10,0.0,FISH:6.0
804,ConserveBet1,12.0,10,6.0,10,18.0,FISH:6.0
805,ConserveBet1,12.0,10,6.0,10,30.0,FISH:6.0
806,ConserveBet1,12.0,10,6.0,9,0.0,FISH:6.0
807,ConserveBet1,12.0,10,6.0,7,0.0,FISH:6.0
