Session,Strategy_Name,Starting_Bankroll,Max_Rounds,Cost_Per_Round,Rounds_Survived,Final_Bankroll,Bet_Sheet
278,2BetAllInAt12Dollars,12.0,10,12.0,3,6.0,CRAB:6.0|FISH:6.0
279,2BetAllInAt12Dollars,12.0,10,12.0,10,42.0,CRAB:6.0|FISH:6.0
280,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
281,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
282,2BetAllInAt12Dollars,12.0,10,12.0,9,0.0,CRAB:6.0|FISH:6.0
283,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
284,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
285,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
286,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
287,2BetAllInAt12Dollars,12.0,10,12.0,8,0.0,CRAB:6.0|FISH:6.0
288,2BetAllInAt12Dollars,12.0,10,12.0,10,30.0,CRAB:6.0|FISH:6.0
289,2BetAllInAt12Dollars,12.0,10,12.0,9,0.0,CRAB:6.0|FISH:6.0
290,2BetAllInAt12Dollars,12.0,10,12.0,4,0.0,CRAB:6.0|FISH:6.0
291,2BetAllInAt12Dollars,12.0,10,12.0,4,0.0,CRAB:6.0|FISH:6.0
292,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
293,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
294,2BetAllInAt12Dollars,12.0,10,12.0,10,12.0,CRAB:6.0|FISH:6.0
295,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
296,2BetAllInAt12Dollars,12.0,10,12.0,3,6.0,CRAB:6.0|FISH:6.0
297,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
298,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
299,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
300,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
301,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
302,2BetAllInAt12Dollars,12.0,10,12.0,10,30.0,CRAB:6.0|FISH:6.0
303,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
304,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
305,2BetAllInAt12Dollars,12.0,10,12.0,10,24.0,CRAB:6.0|FISH:6.0
306,2BetAllInAt12Dollars,12.0,10,12.0,4,6.0,CRAB:6.0|FISH:6.0
307,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
308,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
309,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
310,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
311,2BetAllInAt12Dollars,12.0,10,12.0,10,48.0,CRAB:6.0|FISH:6.0
312,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
313,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
314,2BetAllInAt12Dollars,12.0,10,12.0,3,6.0,CRAB:6.0|FISH:6.0
315,2BetAllInAt12Dollars,12.0,10,12.0,10,30.0,CRAB:6.0|FISH:6.0
316,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
317,2BetAllInAt12Dollars,12.0,10,12.0,4,0.0,CRAB:6.0|FISH:6.0
318,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
319,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
320,2BetAllInAt12Dollars,12.0,10,12.0,4,6.0,CRAB:6.0|FISH:6.0
321,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
322,2BetAllInAt12Dollars,12.0,10,12.0,5,0.0,CRAB:6.0|FISH:6.0
323,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
324,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
325,2BetAllInAt12Dollars,12.0,10,12.0,3,6.0,CRAB:6.0|FISH:6.0
326,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
327,2BetAllInAt12Dollars,12.0,10,12.0,5,0.0,CRAB:6.0|FISH:6.0
328,2BetAllInAt12Dollars,12.0,10,12.0,10,18.0,CRAB:6.0|FISH:6.0
329,2BetAllInAt12Dollars,12.0,10,12.0,7,6.0,CRAB:6.0|FISH:6.0
330,2BetAllInAt12Dollars,12.0,10,12.0,5,6.0,CRAB:6.0|FISH:6.0
331,2BetAllInAt12Dollars,12.0,10,12.0,10,30.0,CRAB:6.0|FISH:6.0
332,2BetAllInAt12Dollars,12.0,10,12.0,10,48.0,CRAB:6.0|FISH:6.0
333,2BetAllInAt12Dollars,12.0,10,12.0,3,0.0,CRAB:6.0|FISH:6.0
334,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
335,2BetAllInAt12Dollars,12.0,10,12.0,3,0.0,CRAB:6.0|FISH:6.0
336,2BetAllInAt12Dollars,12.0,10,12.0,10,30.0,CRAB:6.0|FISH:6.0
337,2BetAllInAt12Dollars,12.0,10,12.0,10,36.0,CRAB:6.0|FISH:6.0
338,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
339,2BetAllInAt12Dollars,12.0,10,12.0,3,0.0,CRAB:6.0|FISH:6.0
340,2BetAllInAt12Dollars,12.0,10,12.0,5,6.0,CRAB:6.0|FISH:6.0
341,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
342,2BetAllInAt12Dollars,12.0,10,12.0,2,6.0,CRAB:6.0|FISH:6.0
343,2BetAllInAt12Dollars,12.0,10,12.0,10,6.0,CRAB:6.0|FISH:6.0
344,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
345,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
346,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
347,2BetAllInAt12Dollars,12.0,10,12.0,4,0.0,CRAB:6.0|FISH:6.0
348,2BetAllInAt12Dollars,12.0,10,12.0,7,0.0,CRAB:6.0|FISH:6.0
349,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
350,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
351,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
352,2BetAllInAt12Dollars,12.0,10,12.0,10,48.0,CRAB:6.0|FISH:6.0
353,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
354,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
355,2BetAllInAt12Dollars,12.0,10,12.0,7,0.0,CRAB:6.0|FISH:6.0
356,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
357,2BetAllInAt12Dollars,12.0,10,12.0,10,54.0,CRAB:6.0|FISH:6.0
358,2BetAllInAt12Dollars,12.0,10,12.0,4,0.0,CRAB:6.0|FISH:6.0
359,2BetAllInAt12Dollars,12.0,10,12.0,10,54.0,CRAB:6.0|FISH:6.0
360,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
361,2BetAllInAt12Dollars,12.0,10,12.0,7,0.0,CRAB:6.0|FISH:6.0
362,2BetAllInAt12Dollars,12.0,10,12.0,10,42.0,CRAB:6.0|FISH:6.0
363,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
364,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
365,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
366,2BetAllInAt12Dollars,12.0,10,12.0,9,6.0,CRAB:6.0|FISH:6.0
367,2BetAllInAt12Dollars,12.0,10,12.0,4,0.0,CRAB:6.0|FISH:6.0
368,2BetAllInAt12Dollars,12.0,10,12.0,3,0.0,CRAB:6.0|FISH:6.0
369,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
370,2BetAllInAt12Dollars,12.0,10,12.0,7,0.0,CRAB:6.0|FISH:6.0
371,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
372,2BetAllInAt12Dollars,12.0,10,12.0,7,0.0,CRAB:6.0|FISH:6.0
373,2BetAllInAt12Dollars,12.0,10,12.0,3,6.0,CRAB:6.0|FISH:6.0
374,2BetAllInAt12Dollars,12.0,10,12.0,8,0.0,CRAB:6.0|FISH:6.0
375,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
376,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
377,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
378,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
379,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
380,2BetAllInAt12Dollars,12.0,10,12.0,7,0.0,CRAB:6.0|FISH:6.0
381,2BetAllInAt12Dollars,12.0,10,12.0,9,6.0,CRAB:6.0|FISH:6.0
382,2BetAllInAt12Dollars,12.0,10,12.0,6,0.0,CRAB:6.0|FISH:6.0
383,2BetAllInAt12Dollars,12.0,10,12.0,10,24.0,CRAB:6.0|FISH:6.0
384,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
385,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
386,2BetAllInAt12Dollars,12.0,10,12.0,10,42.0,CRAB:6.0|FISH:6.0
387,2BetAllInAt12Dollars,12.0,10,12.0,10,36.0,CRAB:6.0|FISH:6.0
388,2BetAllInAt12Dollars,12.0,10,12.0,10,30.0,CRAB:6.0|FISH:6.0
389,2BetAllInAt12Dollars,12.0,10,12.0,3,0.0,CRAB:6.0|FISH:6.0
390,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
391,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
392,2BetAllInAt12Dollars,12.0,10,12.0,6,0.0,CRAB:6.0|FISH:6.0
393,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
394,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
395,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
396,2BetAllInAt12Dollars,12.0,10,12.0,10,42.0,CRAB:6.0|FISH:6.0
397,2BetAllInAt12Dollars,12.0,10,12.0,2,6.0,CRAB:6.0|FISH:6.0
398,2BetAllInAt12Dollars,12.0,10,12.0,7,0.0,CRAB:6.0|FISH:6.0
399,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
400,2BetAllInAt12Dollars,12.0,10,12.0,6,6.0,CRAB:6.0|FISH:6.0
401,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
402,2BetAllInAt12Dollars,12.0,10,12.0,4,6.0,CRAB:6.0|FISH:6.0
403,2BetAllInAt12Dollars,12.0,10,12.0,8,0.0,CRAB:6.0|FISH:6.0
404,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
405,2BetAllInAt12Dollars,12.0,10,12.0,6,6.0,CRAB:6.0|FISH:6.0
406,2BetAllInAt12Dollars,12.0,10,12.0,4,0.0,CRAB:6.0|FISH:6.0
407,2BetAllInAt12Dollars,12.0,10,12.0,10,66.0,CRAB:6.0|FISH:6.0
408,2BetAllInAt12Dollars,12.0,10,12.0,4,6.0,CRAB:6.0|FISH:6.0
409,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
410,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
411,2BetAllInAt12Dollars,12.0,10,12.0,10,66.0,CRAB:6.0|FISH:6.0
412,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
413,2BetAllInAt12Dollars,12.0,10,12.0,10,24.0,CRAB:6.0|FISH:6.0
414,2BetAllInAt12Dollars,12.0,10,12.0,6,6.0,CRAB:6.0|FISH:6.0
415,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
416,2BetAllInAt12Dollars,12.0,10,12.0,9,0.0,CRAB:6.0|FISH:6.0
417,2BetAllInAt12Dollars,12.0,10,12.0,6,0.0,CRAB:6.0|FISH:6.0
418,2BetAllInAt12Dollars,12.0,10,12.0,3,6.0,CRAB:6.0|FISH:6.0
419,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
420,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
421,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
422,2BetAllInAt12Dollars,12.0,10,12.0,3,0.0,CRAB:6.0|FISH:6.0
423,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
424,2BetAllInAt12Dollars,12.0,10,12.0,3,0.0,CRAB:6.0|FISH:6.0
425,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
426,2BetAllInAt12Dollars,12.0,10,12.0,7,6.0,CRAB:6.0|FISH:6.0
427,2BetAllInAt12Dollars,12.0,10,12.0,7,0.0,CRAB:6.0|FISH:6.0
428,2BetAllInAt12Dollars,12.0,10,12.0,5,0.0,CRAB:6.0|FISH:6.0
429,2BetAllInAt12Dollars,12.0,10,12.0,2,6.0,CRAB:6.0|FISH:6.0
430,2BetAllInAt12Dollars,12.0,10,12.0,3,0.0,CRAB:6.0|FISH:6.0
431,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
432,2BetAllInAt12Dollars,12.0,10,12.0,10,42.0,CRAB:6.0|FISH:6.0
433,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
434,2BetAllInAt12Dollars,12.0,10,12.0,10,72.0,CRAB:6.0|FISH:6.0
435,2BetAllInAt12Dollars,12.0,10,12.0,10,48.0,CRAB:6.0|FISH:6.0
436,2BetAllInAt12Dollars,12.0,10,12.0,6,6.0,CRAB:6.0|FISH:6.0
437,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
438,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
439,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
440,2BetAllInAt12Dollars,12.0,10,12.0,4,6.0,CRAB:6.0|FISH:6.0
441,2BetAllInAt12Dollars,12.0,10,12.0,10,18.0,CRAB:6.0|FISH:6.0
442,2BetAllInAt12Dollars,12.0,10,12.0,4,0.0,CRAB:6.0|FISH:6.0
443,2BetAllInAt12Dollars,12.0,10,12.0,4,0.0,CRAB:6.0|FISH:6.0
444,2BetAllInAt12Dollars,12.0,10,12.0,10,36.0,CRAB:6.0|FISH:6.0
445,2BetAllInAt12Dollars,12.0,10,12.0,4,0.0,CRAB:6.0|FISH:6.0
446,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
447,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
448,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
449,2BetAllInAt12Dollars,12.0,10,12.0,10,42.0,CRAB:6.0|FISH:6.0
450,2BetAllInAt12Dollars,12.0,10,12.0,10,42.0,CRAB:6.0|FISH:6.0
451,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
452,2BetAllInAt12Dollars,12.0,10,12.0,10,12.0,CRAB:6.0|FISH:6.0
453,2BetAllInAt12Dollars,12.0,10,12.0,4,0.0,CRAB:6.0|FISH:6.0
454,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
455,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
456,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
457,2BetAllInAt12Dollars,12.0,10,12.0,3,0.0,CRAB:6.0|FISH:6.0
458,2BetAllInAt12Dollars,12.0,10,12.0,3,0.0,CRAB:6.0|FISH:6.0
459,2BetAllInAt12Dollars,12.0,10,12.0,10,42.0,CRAB:6.0|FISH:6.0
460,2BetAllInAt12Dollars,12.0,10,12.0,2,6.0,CRAB:6.0|FISH:6.0
461,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
462,2BetAllInAt12Dollars,12.0,10,12.0,10,30.0,CRAB:6.0|FISH:6.0
463,2BetAllInAt12Dollars,12.0,10,12.0,10,42.0,CRAB:6.0|FISH:6.0
464,2BetAllInAt12Dollars,12.0,10,12.0,3,0.0,CRAB:6.0|FISH:6.0
465,2BetAllInAt12Dollars,12.0,10,12.0,5,6.0,CRAB:6.0|FISH:6.0
466,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
467,2BetAllInAt12Dollars,12.0,10,12.0,3,0.0,CRAB:6.0|FISH:6.0
468,2BetAllInAt12Dollars,12.0,10,12.0,3,6.0,CRAB:6.0|FISH:6.0
469,2BetAllInAt12Dollars,12.0,10,12.0,10,36.0,CRAB:6.0|FISH:6.0
470,2BetAllInAt12Dollars,12.0,10,12.0,3,6.0,CRAB:6.0|FISH:6.0
471,2BetAllInAt12Dollars,12.0,10,12.0,9,6.0,CRAB:6.0|FISH:6.0
472,2BetAllInAt12Dollars,12.0,10,12.0,10,0.0,CRAB:6.0|FISH:6.0
473,2BetAllInAt12Dollars,12.0,10,12.0,10,12.0,CRAB:6.0|FISH:6.0
474,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
475,2BetAllInAt12Dollars,12.0,10,12.0,3,6.0,CRAB:6.0|FISH:6.0
476,2BetAllInAt12Dollars,12.0,10,12.0,3,0.0,CRAB:6.0|FISH:6.0
477,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
478,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
479,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
480,2BetAllInAt12Dollars,12.0,10,12.0,9,6.0,CRAB:6.0|FISH:6.0
481,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
482,2BetAllInAt12Dollars,12.0,10,12.0,9,6.0,CRAB:6.0|FISH:6.0
483,2BetAllInAt12Dollars,12.0,10,12.0,5,6.0,CRAB:6.0|FISH:6.0
484,2BetAllInAt12Dollars,12.0,10,12.0,4,0.0,CRAB:6.0|FISH:6.0
485,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
486,2BetAllInAt12Dollars,12.0,10,12.0,10,6.0,CRAB:6.0|FISH:6.0
487,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
488,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
489,2BetAllInAt12Dollars,12.0,10,12.0,10,24.0,CRAB:6.0|FISH:6.0
490,2BetAllInAt12Dollars,12.0,10,12.0,3,0.0,CRAB:6.0|FISH:6.0
491,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
492,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
493,2BetAllInAt12Dollars,12.0,10,12.0,5,0.0,CRAB:6.0|FISH:6.0
494,2BetAllInAt12Dollars,12.0,10,12.0,10,42.0,CRAB:6.0|FISH:6.0
495,2BetAllInAt12Dollars,12.0,10,12.0,10,24.0,CRAB:6.0|FISH:6.0
496,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
497,2BetAllInAt12Dollars,12.0,10,12.0,5,6.0,CRAB:6.0|FISH:6.0
498,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
499,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
500,2BetAllInAt12Dollars,12.0,10,12.0,4,6.0,CRAB:6.0|FISH:6.0
501,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
502,2BetAllInAt12Dollars,12.0,10,12.0,9,0.0,CRAB:6.0|FISH:6.0
503,2BetAllInAt12Dollars,12.0,10,12.0,5,0.0,CRAB:6.0|FISH:6.0
504,2BetAllInAt12Dollars,12.0,10,12.0,6,0.0,CRAB:6.0|FISH:6.0
505,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
506,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
507,2BetAllInAt12Dollars,12.0,10,12.0,7,6.0,CRAB:6.0|FISH:6.0
508,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
509,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
510,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
511,2BetAllInAt12Dollars,12.0,10,12.0,10,60.0,CRAB:6.0|FISH:6.0
512,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
513,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
514,2BetAllInAt12Dollars,12.0,10,12.0,10,42.0,CRAB:6.0|FISH:6.0
515,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
516,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
517,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
518,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
519,2BetAllInAt12Dollars,12.0,10,12.0,10,36.0,CRAB:6.0|FISH:6.0
520,2BetAllInAt12Dollars,12.0,10,12.0,6,6.0,CRAB:6.0|FISH:6.0
521,2BetAllInAt12Dollars,12.0,10,12.0,8,0.0,CRAB:6.0|FISH:6.0
522,2BetAllInAt12Dollars,12.0,10,12.0,4,6.0,CRAB:6.0|FISH:6.0
523,2BetAllInAt12Dollars,12.0,10,12.0,6,0.0,CRAB:6.0|FISH:6.0
524,2BetAllInAt12Dollars,12.0,10,12.0,6,0.0,CRAB:6.0|FISH:6.0
525,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
526,2BetAllInAt12Dollars,12.0,10,12.0,2,6.0,CRAB:6.0|FISH:6.0
527,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
528,2BetAllInAt12Dollars,12.0,10,12.0,10,24.0,CRAB:6.0|FISH:6.0
529,2BetAllInAt12Dollars,12.0,10,12.0,10,24.0,CRAB:6.0|FISH:6.0
530,2BetAllInAt12Dollars,12.0,10,12.0,9,6.0,CRAB:6.0|FISH:6.0
531,2BetAllInAt12Dollars,12.0,10,12.0,9,0.0,CRAB:6.0|FISH:6.0
532,2BetAllInAt12Dollars,12.0,10,12.0,4,0.0,CRAB:6.0|FISH:6.0
533,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
534,2BetAllInAt12Dollars,12.0,10,12.0,3,0.0,CRAB:6.0|FISH:6.0
535,2BetAllInAt12Dollars,12.0,10,12.0,10,18.0,CRAB:6.0|FISH:6.0
536,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
537,2BetAllInAt12Dollars,12.0,10,12.0,10,36.0,CRAB:6.0|FISH:6.0
538,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
539,2BetAllInAt12Dollars,12.0,10,12.0,10,54.0,CRAB:6.0|FISH:6.0
540,2BetAllInAt12Dollars,12.0,10,12.0,3,0.0,CRAB:6.0|FISH:6.0
541,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
542,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
543,2BetAllInAt12Dollars,12.0,10,12.0,8,6.0,CRAB:6.0|FISH:6.0
544,2BetAllInAt12Dollars,12.0,10,12.0,2,6.0,CRAB:6.0|FISH:6.0
545,2BetAllInAt12Dollars,12.0,10,12.0,2,0.0,CRAB:6.0|FISH:6.0
546,2BetAllInAt12Dollars,12.0,10,12.0,8,0.0,CRAB:6.0|FISH:6.0
547,2BetAllInAt12Dollars,12.0,10,12.0,4,6.0,CRAB:6.0|FISH:6.0
548,2BetAllInAt12Dollars,12.0,10,12.0,10,24.0,CRAB:6.0|FISH:6.0
549,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
550,2BetAllInAt12Dollars,12.0,10,12.0,4,0.0,CRAB:6.0|FISH:6.0
551,2BetAllInAt12Dollars,12.0,10,12.0,2,6.0,CRAB:6.0|FISH:6.0
552,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
553,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
554,2BetAllInAt12Dollars,12.0,10,12.0,10,30.0,CRAB:6.0|FISH:6.0
555,2BetAllInAt12Dollars,12.0,10,12.0,2,6.0,CRAB:6.0|FISH:6.0
556,2BetAllInAt12Dollars,12.0,10,12.0,6,0.0,CRAB:6.0|FISH:6.0
557,2BetAllInAt12Dollars,12.0,10,12.0,10,30.0,CRAB:6.0|FISH:6.0
558,2BetAllInAt12Dollars,12.0,10,12.0,5,0.0,CRAB:6.0|FISH:6.0
559,2BetAllInAt12Dollars,12.0,10,12.0,3,0.0,CRAB:6.0|FISH:6.0
560,2BetAllInAt12Dollars,12.0,10,12.0,1,0.0,CRAB:6.0|FISH:6.0
561,2BetAllInAt12Dollars,12.0,10,12.0,10,18.0,CRAB:6.0|FISH:6.0
