Session,Strategy_Name,Starting_Bankroll,Max_Rounds,Cost_Per_Round,Rounds_Survived,Final_Bankroll,Bet_Sheet
222,ConserveBet4,12.0,10,6.0,7,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
223,ConserveBet4,12.0,10,6.0,10,9.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
224,ConserveBet4,12.0,10,6.0,10,16.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
225,ConserveBet4,12.0,10,6.0,7,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
226,ConserveBet4,12.0,10,6.0,2,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
227,ConserveBet4,12.0,10,6.0,10,13.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
228,ConserveBet4,12.0,10,6.0,8,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
229,ConserveBet4,12.0,10,6.0,6,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
230,ConserveBet4,12.0,10,6.0,3,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
231,ConserveBet4,12.0,10,6.0,10,10.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
232,ConserveBet4,12.0,10,6.0,5,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
233,ConserveBet4,12.0,10,6.0,2,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
234,ConserveBet4,12.0,10,6.0,2,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
235,ConserveBet4,12.0,10,6.0,5,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
236,ConserveBet4,12.0,10,6.0,8,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
237,ConserveBet4,12.0,10,6.0,5,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
238,ConserveBet4,12.0,10,6.0,5,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
239,ConserveBet4,12.0,10,6.0,10,13.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
240,ConserveBet4,12.0,10,6.0,4,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
241,ConserveBet4,12.0,10,6.0,10,10.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
242,ConserveBet4,12.0,10,6.0,3,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
243,ConserveBet4,12.0,10,6.0,2,0.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
244,ConserveBet4,12.0,10,6.0,4,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
245,ConserveBet4,12.0,10,6.0,10,9.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
246,ConserveBet4,12.0,10,6.0,10,21.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
247,ConserveBet4,12.0,10,6.0,10,13.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
248,ConserveBet4,12.0,10,6.0,4,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
249,ConserveBet4,12.0,10,6.0,4,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
250,ConserveBet4,12.0,10,6.0,8,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
251,ConserveBet4,12.0,10,6.0,6,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
252,ConserveBet4,12.0,10,6.0,10,7.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
253,ConserveBet4,12.0,10,6.0,8,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
254,ConserveBet4,12.0,10,6.0,10,10.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
255,ConserveBet4,12.0,10,6.0,2,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
256,ConserveBet4,12.0,10,6.0,10,19.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
257,ConserveBet4,12.0,10,6.0,10,10.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
258,ConserveBet4,12.0,10,6.0,10,15.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
259,ConserveBet4,12.0,10,6.0,10,12.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
260,ConserveBet4,12.0,10,6.0,10,21.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
261,ConserveBet4,12.0,10,6.0,10,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
262,ConserveBet4,12.0,10,6.0,10,10.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
263,ConserveBet4,12.0,10,6.0,8,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
264,ConserveBet4,12.0,10,6.0,10,21.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
265,ConserveBet4,12.0,10,6.0,3,1.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
266,ConserveBet4,12.0,10,6.0,10,6.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
267,ConserveBet4,12.0,10,6.0,4,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
268,ConserveBet4,12.0,10,6.0,10,22.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
269,ConserveBet4,12.0,10,6.0,10,7.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
270,ConserveBet4,12.0,10,6.0,10,15.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
271,ConserveBet4,12.0,10,6.0,10,6.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
272,ConserveBet4,12.0,10,6.0,4,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
273,ConserveBet4,12.0,10,6.0,10,18.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
274,ConserveBet4,12.0,10,6.0,10,9.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
275,ConserveBet4,12.0,10,6.0,7,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
276,ConserveBet4,12.0,10,6.0,6,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
277,ConserveBet4,12.0,10,6.0,10,16.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
278,ConserveBet4,12.0,10,6.0,8,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
279,ConserveBet4,12.0,10,6.0,10,7.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
280,ConserveBet4,12.0,10,6.0,10,12.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
281,ConserveBet4,12.0,10,6.0,10,16.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
282,ConserveBet4,12.0,10,6.0,10,10.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
283,ConserveBet4,12.0,10,6.0,9,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
284,ConserveBet4,12.0,10,6.0,3,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
285,ConserveBet4,12.0,10,6.0,9,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
286,ConserveBet4,12.0,10,6.0,8,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
287,ConserveBet4,12.0,10,6.0,10,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
288,ConserveBet4,12.0,10,6.0,3,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
289,ConserveBet4,12.0,10,6.0,10,12.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
290,ConserveBet4,12.0,10,6.0,5,1.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
291,ConserveBet4,12.0,10,6.0,10,6.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
292,ConserveBet4,12.0,10,6.0,5,0.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
293,ConserveBet4,12.0,10,6.0,10,15.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
294,ConserveBet4,12.0,10,6.0,7,0.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
295,ConserveBet4,12.0,10,6.0,10,9.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
296,ConserveBet4,12.0,10,6.0,10,10.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
297,ConserveBet4,12.0,10,6.0,10,16.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
298,ConserveBet4,12.0,10,6.0,10,6.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
299,ConserveBet4,12.0,10,6.0,5,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
300,ConserveBet4,12.0,10,6.0,6,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
301,ConserveBet4,12.0,10,6.0,10,9.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
302,ConserveBet4,12.0,10,6.0,10,9.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
303,ConserveBet4,12.0,10,6.0,10,12.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
304,ConserveBet4,12.0,10,6.0,6,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
305,ConserveBet4,12.0,10,6.0,10,13.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
306,ConserveBet4,12.0,10,6.0,10,7.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
307,ConserveBet4,12.0,10,6.0,3,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
308,ConserveBet4,12.0,10,6.0,10,22.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
309,ConserveBet4,12.0,10,6.0,10,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
310,ConserveBet4,12.0,10,6.0,10,9.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
311,ConserveBet4,12.0,10,6.0,4,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
312,ConserveBet4,12.0,10,6.0,10,13.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
313,ConserveBet4,12.0,10,6.0,10,9.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
314,ConserveBet4,12.0,10,6.0,10,12.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
315,ConserveBet4,12.0,10,6.0,2,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
316,ConserveBet4,12.0,10,6.0,3,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
317,ConserveBet4,12.0,10,6.0,3,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
318,ConserveBet4,12.0,10,6.0,10,22.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
319,ConserveBet4,12.0,10,6.0,10,18.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
320,ConserveBet4,12.0,10,6.0,10,12.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
321,ConserveBet4,12.0,10,6.0,6,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
322,ConserveBet4,12.0,10,6.0,10,12.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
323,ConserveBet4,12.0,10,6.0,10,6.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
324,ConserveBet4,12.0,10,6.0,10,9.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
325,ConserveBet4,12.0,10,6.0,7,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
326,ConserveBet4,12.0,10,6.0,10,18.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
327,ConserveBet4,12.0,10,6.0,10,9.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
328,ConserveBet4,12.0,10,6.0,10,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
329,ConserveBet4,12.0,10,6.0,2,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
330,ConserveBet4,12.0,10,6.0,10,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
331,ConserveBet4,12.0,10,6.0,10,6.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
332,ConserveBet4,12.0,10,6.0,10,6.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
333,ConserveBet4,12.0,10,6.0,10,12.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
334,ConserveBet4,12.0,10,6.0,10,16.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
335,ConserveBet4,12.0,10,6.0,10,7.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
336,ConserveBet4,12.0,10,6.0,4,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
337,ConserveBet4,12.0,10,6.0,5,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
338,ConserveBet4,12.0,10,6.0,10,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
339,ConserveBet4,12.0,10,6.0,10,10.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
340,ConserveBet4,12.0,10,6.0,8,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
341,ConserveBet4,12.0,10,6.0,6,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
342,ConserveBet4,12.0,10,6.0,8,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
343,ConserveBet4,12.0,10,6.0,10,13.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
344,ConserveBet4,12.0,10,6.0,3,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
345,ConserveBet4,12.0,10,6.0,10,12.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
346,ConserveBet4,12.0,10,6.0,10,12.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
347,ConserveBet4,12.0,10,6.0,2,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
348,ConserveBet4,12.0,10,6.0,7,1.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
349,ConserveBet4,12.0,10,6.0,10,10.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
350,ConserveBet4,12.0,10,6.0,5,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
351,ConserveBet4,12.0,10,6.0,10,15.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
352,ConserveBet4,12.0,10,6.0,10,12.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
353,ConserveBet4,12.0,10,6.0,3,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
354,ConserveBet4,12.0,10,6.0,10,9.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
355,ConserveBet4,12.0,10,6.0,10,9.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
356,ConserveBet4,12.0,10,6.0,10,18.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
357,ConserveBet4,12.0,10,6.0,5,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
358,ConserveBet4,12.0,10,6.0,10,16.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
359,ConserveBet4,12.0,10,6.0,10,9.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
360,ConserveBet4,12.0,10,6.0,2,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
361,ConserveBet4,12.0,10,6.0,10,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
362,ConserveBet4,12.0,10,6.0,3,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
363,ConserveBet4,12.0,10,6.0,2,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
364,ConserveBet4,12.0,10,6.0,7,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
365,ConserveBet4,12.0,10,6.0,4,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
366,ConserveBet4,12.0,10,6.0,10,10.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
367,ConserveBet4,12.0,10,6.0,10,19.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
368,ConserveBet4,12.0,10,6.0,8,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
369,ConserveBet4,12.0,10,6.0,10,19.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
370,ConserveBet4,12.0,10,6.0,4,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
371,ConserveBet4,12.0,10,6.0,7,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
372,ConserveBet4,12.0,10,6.0,10,15.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
373,ConserveBet4,12.0,10,6.0,10,9.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
374,ConserveBet4,12.0,10,6.0,10,15.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
375,ConserveBet4,12.0,10,6.0,10,7.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
376,ConserveBet4,12.0,10,6.0,10,13.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
377,ConserveBet4,12.0,10,6.0,10,13.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
378,ConserveBet4,12.0,10,6.0,6,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
379,ConserveBet4,12.0,10,6.0,10,10.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
380,ConserveBet4,12.0,10,6.0,10,6.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
381,ConserveBet4,12.0,10,6.0,6,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
382,ConserveBet4,12.0,10,6.0,10,15.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
383,ConserveBet4,12.0,10,6.0,10,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
384,ConserveBet4,12.0,10,6.0,10,16.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
385,ConserveBet4,12.0,10,6.0,6,0.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
386,ConserveBet4,12.0,10,6.0,10,12.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
387,ConserveBet4,12.0,10,6.0,10,12.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
388,ConserveBet4,12.0,10,6.0,10,12.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
389,ConserveBet4,12.0,10,6.0,4,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
390,ConserveBet4,12.0,10,6.0,2,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
391,ConserveBet4,12.0,10,6.0,10,10.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
392,ConserveBet4,12.0,10,6.0,8,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
393,ConserveBet4,12.0,10,6.0,10,15.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
394,ConserveBet4,12.0,10,6.0,10,9.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
395,ConserveBet4,12.0,10,6.0,10,6.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
396,ConserveBet4,12.0,10,6.0,10,10.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
397,ConserveBet4,12.0,10,6.0,10,12.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
398,ConserveBet4,12.0,10,6.0,10,15.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
399,ConserveBet4,12.0,10,6.0,10,7.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
400,ConserveBet4,12.0,10,6.0,10,12.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
401,ConserveBet4,12.0,10,6.0,3,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
402,ConserveBet4,12.0,10,6.0,10,18.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
403,ConserveBet4,12.0,10,6.0,4,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
404,ConserveBet4,12.0,10,6.0,3,0.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
405,ConserveBet4,12.0,10,6.0,5,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
406,ConserveBet4,12.0,10,6.0,10,10.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
407,ConserveBet4,12.0,10,6.0,9,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
408,ConserveBet4,12.0,10,6.0,10,9.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
409,ConserveBet4,12.0,10,6.0,10,21.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
410,ConserveBet4,12.0,10,6.0,8,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
411,ConserveBet4,12.0,10,6.0,4,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
412,ConserveBet4,12.0,10,6.0,10,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
413,ConserveBet4,12.0,10,6.0,10,6.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
414,ConserveBet4,12.0,10,6.0,10,16.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
415,ConserveBet4,12.0,10,6.0,5,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
416,ConserveBet4,12.0,10,6.0,6,1.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
417,ConserveBet4,12.0,10,6.0,8,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
418,ConserveBet4,12.0,10,6.0,10,15.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
419,ConserveBet4,12.0,10,6.0,4,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
420,ConserveBet4,12.0,10,6.0,10,6.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
421,ConserveBet4,12.0,10,6.0,10,7.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
422,ConserveBet4,12.0,10,6.0,10,18.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
423,ConserveBet4,12.0,10,6.0,10,13.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
424,ConserveBet4,12.0,10,6.0,10,10.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
425,ConserveBet4,12.0,10,6.0,10,12.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
426,ConserveBet4,12.0,10,6.0,6,1.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
427,ConserveBet4,12.0,10,6.0,10,9.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
428,ConserveBet4,12.0,10,6.0,8,3.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
429,ConserveBet4,12.0,10,6.0,10,10.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
430,ConserveBet4,12.0,10,6.0,10,13.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
431,ConserveBet4,12.0,10,6.0,10,12.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
432,ConserveBet4,12.0,10,6.0,10,12.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
433,ConserveBet4,12.0,10,6.0,10,10.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
434,ConserveBet4,12.0,10,6.0,9,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
435,ConserveBet4,12.0,10,6.0,6,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
436,ConserveBet4,12.0,10,6.0,6,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
437,ConserveBet4,12.0,10,6.0,10,13.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
438,ConserveBet4,12.0,10,6.0,8,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
439,ConserveBet4,12.0,10,6.0,10,15.0,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
440,ConserveBet4,12.0,10,6.0,5,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
441,ConserveBet4,12.0,10,6.0,4,1.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
442,ConserveBet4,12.0,10,6.0,7,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
443,ConserveBet4,12.0,10,6.0,10,10.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
444,ConserveBet4,12.0,10,6.0,8,4.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
445,ConserveBet4,12.0,10,6.0,10,10.5,CRAB:1.5|DEER:1.5|FISH:1.5|SHRIMP:1.5
