Session,Strategy_Name,Starting_Bankroll,Max_Rounds,Cost_Per_Round,Rounds_Survived,Final_Bankroll,Bet_Sheet
317,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
318,ConserveBet2,12.0,10,6.0,5,0.0,CRAB:3.0|FISH:3.0
319,ConserveBet2,12.0,10,6.0,10,30.0,CRAB:3.0|FISH:3.0
320,ConserveBet2,12.0,10,6.0,10,0.0,CRAB:3.0|FISH:3.0
321,ConserveBet2,12.0,10,6.0,10,0.0,CRAB:3.0|FISH:3.0
322,ConserveBet2,12.0,10,6.0,10,3.0,CRAB:3.0|FISH:3.0
323,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
324,ConserveBet2,12.0,10,6.0,9,0.0,CRAB:3.0|FISH:3.0
325,ConserveBet2,12.0,10,6.0,3,3.0,CRAB:3.0|FISH:3.0
326,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
327,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
328,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
329,ConserveBet2,12.0,10,6.0,7,3.0,CRAB:3.0|FISH:3.0
330,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
331,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
332,ConserveBet2,12.0,10,6.0,6,3.0,CRAB:3.0|FISH:3.0
333,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
334,ConserveBet2,12.0,10,6.0,8,3.0,CRAB:3.0|FISH:3.0
335,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
336,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
337,ConserveBet2,12.0,10,6.0,10,24.0,CRAB:3.0|FISH:3.0
338,ConserveBet2,12.0,10,6.0,9,0.0,CRAB:3.0|FISH:3.0
339,ConserveBet2,12.0,10,6.0,10,27.0,CRAB:3.0|FISH:3.0
340,ConserveBet2,12.0,10,6.0,4,3.0,CRAB:3.0|FISH:3.0
341,ConserveBet2,12.0,10,6.0,4,3.0,CRAB:3.0|FISH:3.0
342,ConserveBet2,12.0,10,6.0,10,3.0,CRAB:3.0|FISH:3.0
343,ConserveBet2,12.0,10,6.0,5,0.0,CRAB:3.0|FISH:3.0
344,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
345,ConserveBet2,12.0,10,6.0,10,0.0,CRAB:3.0|FISH:3.0
346,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
347,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
348,ConserveBet2,12.0,10,6.0,10,30.0,CRAB:3.0|FISH:3.0
349,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
350,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
351,ConserveBet2,12.0,10,6.0,4,3.0,CRAB:3.0|FISH:3.0
352,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
353,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
354,ConserveBet2,12.0,10,6.0,10,3.0,CRAB:3.0|FISH:3.0
355,ConserveBet2,12.0,10,6.0,10,24.0,CRAB:3.0|FISH:3.0
356,ConserveBet2,12.0,10,6.0,10,24.0,CRAB:3.0|FISH:3.0
357,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
358,ConserveBet2,12.0,10,6.0,5,3.0,CRAB:3.0|FISH:3.0
359,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
360,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
361,ConserveBet2,12.0,10,6.0,10,30.0,CRAB:3.0|FISH:3.0
362,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
363,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
364,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
365,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
366,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
367,ConserveBet2,12.0,10,6.0,9,0.0,CRAB:3.0|FISH:3.0
368,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
369,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
370,ConserveBet2,12.0,10,6.0,3,3.0,CRAB:3.0|FISH:3.0
371,ConserveBet2,12.0,10,6.0,6,3.0,CRAB:3.0|FISH:3.0
372,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
373,ConserveBet2,12.0,10,6.0,9,0.0,CRAB:3.0|FISH:3.0
374,ConserveBet2,12.0,10,6.0,5,3.0,CRAB:3.0|FISH:3.0
375,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
376,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
377,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
378,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
379,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
380,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
381,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
382,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
383,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
384,ConserveBet2,12.0,10,6.0,5,3.0,CRAB:3.0|FISH:3.0
385,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
386,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
387,ConserveBet2,12.0,10,6.0,5,0.0,CRAB:3.0|FISH:3.0
388,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
389,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
390,ConserveBet2,12.0,10,6.0,10,27.0,CRAB:3.0|FISH:3.0
391,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
392,ConserveBet2,12.0,10,6.0,10,33.0,CRAB:3.0|FISH:3.0
393,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
394,ConserveBet2,12.0,10,6.0,4,3.0,CRAB:3.0|FISH:3.0
395,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
396,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
397,ConserveBet2,12.0,10,6.0,4,3.0,CRAB:3.0|FISH:3.0
398,ConserveBet2,12.0,10,6.0,10,24.0,CRAB:3.0|FISH:3.0
399,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
400,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
401,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
402,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
403,ConserveBet2,12.0,10,6.0,6,0.0,CRAB:3.0|FISH:3.0
404,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
405,ConserveBet2,12.0,10,6.0,7,3.0,CRAB:3.0|FISH:3.0
406,ConserveBet2,12.0,10,6.0,5,3.0,CRAB:3.0|FISH:3.0
407,ConserveBet2,12.0,10,6.0,9,0.0,CRAB:3.0|FISH:3.0
408,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
409,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
410,ConserveBet2,12.0,10,6.0,5,3.0,CRAB:3.0|FISH:3.0
411,ConserveBet2,12.0,10,6.0,9,3.0,CRAB:3.0|FISH:3.0
412,ConserveBet2,12.0,10,6.0,7,0.0,CRAB:3.0|FISH:3.0
413,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
414,ConserveBet2,12.0,10,6.0,10,24.0,CRAB:3.0|FISH:3.0
415,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
416,ConserveBet2,12.0,10,6.0,10,27.0,CRAB:3.0|FISH:3.0
417,ConserveBet2,12.0,10,6.0,10,36.0,CRAB:3.0|FISH:3.0
418,ConserveBet2,12.0,10,6.0,4,3.0,CRAB:3.0|FISH:3.0
419,ConserveBet2,12.0,10,6.0,5,3.0,CRAB:3.0|FISH:3.0
420,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
421,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
422,ConserveBet2,12.0,10,6.0,5,3.0,CRAB:3.0|FISH:3.0
423,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
424,ConserveBet2,12.0,10,6.0,4,3.0,CRAB:3.0|FISH:3.0
425,ConserveBet2,12.0,10,6.0,10,45.0,CRAB:3.0|FISH:3.0
426,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
427,ConserveBet2,12.0,10,6.0,8,3.0,CRAB:3.0|FISH:3.0
428,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
429,ConserveBet2,12.0,10,6.0,7,3.0,CRAB:3.0|FISH:3.0
430,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
431,ConserveBet2,12.0,10,6.0,5,0.0,CRAB:3.0|FISH:3.0
432,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
433,ConserveBet2,12.0,10,6.0,6,3.0,CRAB:3.0|FISH:3.0
434,ConserveBet2,12.0,10,6.0,7,0.0,CRAB:3.0|FISH:3.0
435,ConserveBet2,12.0,10,6.0,5,0.0,CRAB:3.0|FISH:3.0
436,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
437,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
438,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
439,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
440,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
441,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
442,ConserveBet2,12.0,10,6.0,10,3.0,CRAB:3.0|FISH:3.0
443,ConserveBet2,12.0,10,6.0,3,3.0,CRAB:3.0|FISH:3.0
444,ConserveBet2,12.0,10,6.0,8,3.0,CRAB:3.0|FISH:3.0
445,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
446,ConserveBet2,12.0,10,6.0,5,0.0,CRAB:3.0|FISH:3.0
447,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
448,ConserveBet2,12.0,10,6.0,5,0.0,CRAB:3.0|FISH:3.0
449,ConserveBet2,12.0,10,6.0,10,36.0,CRAB:3.0|FISH:3.0
450,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
451,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
452,ConserveBet2,12.0,10,6.0,10,27.0,CRAB:3.0|FISH:3.0
453,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
454,ConserveBet2,12.0,10,6.0,10,0.0,CRAB:3.0|FISH:3.0
455,ConserveBet2,12.0,10,6.0,6,3.0,CRAB:3.0|FISH:3.0
456,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
457,ConserveBet2,12.0,10,6.0,8,3.0,CRAB:3.0|FISH:3.0
458,ConserveBet2,12.0,10,6.0,8,3.0,CRAB:3.0|FISH:3.0
459,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
460,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
461,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
462,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
463,ConserveBet2,12.0,10,6.0,6,3.0,CRAB:3.0|FISH:3.0
464,ConserveBet2,12.0,10,6.0,9,0.0,CRAB:3.0|FISH:3.0
465,ConserveBet2,12.0,10,6.0,8,0.0,CRAB:3.0|FISH:3.0
466,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
467,ConserveBet2,12.0,10,6.0,4,3.0,CRAB:3.0|FISH:3.0
468,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
469,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
470,ConserveBet2,12.0,10,6.0,7,3.0,CRAB:3.0|FISH:3.0
471,ConserveBet2,12.0,10,6.0,8,0.0,CRAB:3.0|FISH:3.0
472,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
473,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
474,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
475,ConserveBet2,12.0,10,6.0,8,0.0,CRAB:3.0|FISH:3.0
476,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
477,ConserveBet2,12.0,10,6.0,6,3.0,CRAB:3.0|FISH:3.0
478,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
479,ConserveBet2,12.0,10,6.0,7,0.0,CRAB:3.0|FISH:3.0
480,ConserveBet2,12.0,10,6.0,10,33.0,CRAB:3.0|FISH:3.0
481,ConserveBet2,12.0,10,6.0,9,3.0,CRAB:3.0|FISH:3.0
482,ConserveBet2,12.0,10,6.0,5,0.0,CRAB:3.0|FISH:3.0
483,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
484,ConserveBet2,12.0,10,6.0,5,3.0,CRAB:3.0|FISH:3.0
485,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
486,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
487,ConserveBet2,12.0,10,6.0,9,0.0,CRAB:3.0|FISH:3.0
488,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
489,ConserveBet2,12.0,10,6.0,10,27.0,CRAB:3.0|FISH:3.0
490,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
491,ConserveBet2,12.0,10,6.0,3,3.0,CRAB:3.0|FISH:3.0
492,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
493,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
494,ConserveBet2,12.0,10,6.0,10,45.0,CRAB:3.0|FISH:3.0
495,ConserveBet2,12.0,10,6.0,8,0.0,CRAB:3.0|FISH:3.0
496,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
497,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
498,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
499,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
500,ConserveBet2,12.0,10,6.0,9,0.0,CRAB:3.0|FISH:3.0
501,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
502,ConserveBet2,12.0,10,6.0,9,3.0,CRAB:3.0|FISH:3.0
503,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
504,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
505,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
506,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
507,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
508,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
509,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
510,ConserveBet2,12.0,10,6.0,5,3.0,CRAB:3.0|FISH:3.0
511,ConserveBet2,12.0,10,6.0,5,0.0,CRAB:3.0|FISH:3.0
512,ConserveBet2,12.0,10,6.0,10,33.0,CRAB:3.0|FISH:3.0
513,ConserveBet2,12.0,10,6.0,10,24.0,CRAB:3.0|FISH:3.0
514,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
515,ConserveBet2,12.0,10,6.0,10,27.0,CRAB:3.0|FISH:3.0
516,ConserveBet2,12.0,10,6.0,10,24.0,CRAB:3.0|FISH:3.0
517,ConserveBet2,12.0,10,6.0,9,3.0,CRAB:3.0|FISH:3.0
518,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
519,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
520,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
521,ConserveBet2,12.0,10,6.0,3,3.0,CRAB:3.0|FISH:3.0
522,ConserveBet2,12.0,10,6.0,7,0.0,CRAB:3.0|FISH:3.0
523,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
524,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
525,ConserveBet2,12.0,10,6.0,10,27.0,CRAB:3.0|FISH:3.0
526,ConserveBet2,12.0,10,6.0,10,27.0,CRAB:3.0|FISH:3.0
527,ConserveBet2,12.0,10,6.0,8,3.0,CRAB:3.0|FISH:3.0
528,ConserveBet2,12.0,10,6.0,6,3.0,CRAB:3.0|FISH:3.0
529,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
530,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
531,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
532,ConserveBet2,12.0,10,6.0,10,33.0,CRAB:3.0|FISH:3.0
533,ConserveBet2,12.0,10,6.0,7,0.0,CRAB:3.0|FISH:3.0
534,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
535,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
536,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
537,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
538,ConserveBet2,12.0,10,6.0,10,27.0,CRAB:3.0|FISH:3.0
539,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
540,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
541,ConserveBet2,12.0,10,6.0,5,0.0,CRAB:3.0|FISH:3.0
542,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
543,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
544,ConserveBet2,12.0,10,6.0,7,0.0,CRAB:3.0|FISH:3.0
545,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
546,ConserveBet2,12.0,10,6.0,10,36.0,CRAB:3.0|FISH:3.0
547,ConserveBet2,12.0,10,6.0,8,3.0,CRAB:3.0|FISH:3.0
548,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
549,ConserveBet2,12.0,10,6.0,5,3.0,CRAB:3.0|FISH:3.0
550,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
551,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
552,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
553,ConserveBet2,12.0,10,6.0,8,0.0,CRAB:3.0|FISH:3.0
554,ConserveBet2,12.0,10,6.0,8,0.0,CRAB:3.0|FISH:3.0
555,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
556,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
557,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
558,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
559,ConserveBet2,12.0,10,6.0,10,3.0,CRAB:3.0|FISH:3.0
560,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
561,ConserveBet2,12.0,10,6.0,10,24.0,CRAB:3.0|FISH:3.0
562,ConserveBet2,12.0,10,6.0,10,27.0,CRAB:3.0|FISH:3.0
563,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
564,ConserveBet2,12.0,10,6.0,6,3.0,CRAB:3.0|FISH:3.0
565,ConserveBet2,12.0,10,6.0,10,3.0,CRAB:3.0|FISH:3.0
566,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
567,ConserveBet2,12.0,10,6.0,9,3.0,CRAB:3.0|FISH:3.0
568,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
569,ConserveBet2,12.0,10,6.0,10,39.0,CRAB:3.0|FISH:3.0
570,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
571,ConserveBet2,12.0,10,6.0,10,36.0,CRAB:3.0|FISH:3.0
572,ConserveBet2,12.0,10,6.0,10,27.0,CRAB:3.0|FISH:3.0
573,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
574,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
575,ConserveBet2,12.0,10,6.0,5,0.0,CRAB:3.0|FISH:3.0
576,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
577,ConserveBet2,12.0,10,6.0,9,3.0,CRAB:3.0|FISH:3.0
578,ConserveBet2,12.0,10,6.0,6,0.0,CRAB:3.0|FISH:3.0
579,ConserveBet2,12.0,10,6.0,6,3.0,CRAB:3.0|FISH:3.0
580,ConserveBet2,12.0,10,6.0,9,3.0,CRAB:3.0|FISH:3.0
581,ConserveBet2,12.0,10,6.0,5,3.0,CRAB:3.0|FISH:3.0
582,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
583,ConserveBet2,12.0,10,6.0,6,3.0,CRAB:3.0|FISH:3.0
584,ConserveBet2,12.0,10,6.0,9,3.0,CRAB:3.0|FISH:3.0
585,ConserveBet2,12.0,10,6.0,6,3.0,CRAB:3.0|FISH:3.0
586,ConserveBet2,12.0,10,6.0,6,0.0,CRAB:3.0|FISH:3.0
587,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
588,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
589,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
590,ConserveBet2,12.0,10,6.0,8,0.0,CRAB:3.0|FISH:3.0
591,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
592,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
593,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
594,ConserveBet2,12.0,10,6.0,10,24.0,CRAB:3.0|FISH:3.0
595,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
596,ConserveBet2,12.0,10,6.0,5,3.0,CRAB:3.0|FISH:3.0
597,ConserveBet2,12.0,10,6.0,10,42.0,CRAB:3.0|FISH:3.0
598,ConserveBet2,12.0,10,6.0,6,0.0,CRAB:3.0|FISH:3.0
599,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
600,ConserveBet2,12.0,10,6.0,6,3.0,CRAB:3.0|FISH:3.0
601,ConserveBet2,12.0,10,6.0,10,30.0,CRAB:3.0|FISH:3.0
602,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
603,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
604,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
605,ConserveBet2,12.0,10,6.0,10,27.0,CRAB:3.0|FISH:3.0
606,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
607,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
608,ConserveBet2,12.0,10,6.0,7,0.0,CRAB:3.0|FISH:3.0
609,ConserveBet2,12.0,10,6.0,10,27.0,CRAB:3.0|FISH:3.0
610,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
611,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
612,ConserveBet2,12.0,10,6.0,8,3.0,CRAB:3.0|FISH:3.0
613,ConserveBet2,12.0,10,6.0,9,3.0,CRAB:3.0|FISH:3.0
614,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
615,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
616,ConserveBet2,12.0,10,6.0,8,3.0,CRAB:3.0|FISH:3.0
617,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
618,ConserveBet2,12.0,10,6.0,10,33.0,CRAB:3.0|FISH:3.0
619,ConserveBet2,12.0,10,6.0,10,24.0,CRAB:3.0|FISH:3.0
620,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
621,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
622,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
623,ConserveBet2,12.0,10,6.0,6,0.0,CRAB:3.0|FISH:3.0
624,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
625,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
626,ConserveBet2,12.0,10,6.0,4,3.0,CRAB:3.0|FISH:3.0
627,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
628,ConserveBet2,12.0,10,6.0,10,45.0,CRAB:3.0|FISH:3.0
629,ConserveBet2,12.0,10,6.0,6,0.0,CRAB:3.0|FISH:3.0
630,ConserveBet2,12.0,10,6.0,8,3.0,CRAB:3.0|FISH:3.0
631,ConserveBet2,12.0,10,6.0,5,0.0,CRAB:3.0|FISH:3.0
632,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
633,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
634,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
635,ConserveBet2,12.0,10,6.0,10,27.0,CRAB:3.0|FISH:3.0
636,ConserveBet2,12.0,10,6.0,3,3.0,CRAB:3.0|FISH:3.0
637,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
638,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
639,ConserveBet2,12.0,10,6.0,6,0.0,CRAB:3.0|FISH:3.0
640,ConserveBet2,12.0,10,6.0,4,3.0,CRAB:3.0|FISH:3.0
